#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.016085, 1.278971
8, 0.014980, 1.269337
8, 0.016108, 1.308396
8, 0.016207, 1.310450
8, 0.016530, 1.302093
8, 0.016079, 1.307192
8, 0.015055, 1.278746
8, 0.018259, 1.277337
8, 0.015412, 1.272827
8, 0.017391, 1.293183
8, 0.015962, 1.312150
8, 0.015987, 1.322600
8, 0.014895, 1.312907
8, 0.016579, 1.297925
8, 0.016340, 1.520020
8, 0.019334, 1.437490
8, 0.015057, 1.276170
8, 0.014466, 1.314837
8, 0.017714, 1.322653
8, 0.016634, 1.358557
8, 0.015105, 1.297518
8, 0.018682, 1.280661
8, 0.015196, 1.464655
8, 0.020115, 1.303077
8, 0.015190, 1.305530
8, 0.016715, 1.313720
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.016112, 1.530148
8, 0.016694, 1.301865
8, 0.016582, 1.291561
8, 0.021838, 1.288747
8, 0.015878, 1.298208
8, 0.014590, 1.290616
8, 0.017208, 1.270930
8, 0.017927, 1.297821
8, 0.018893, 1.284744
8, 0.015039, 1.281850
8, 0.015622, 1.313311
8, 0.016958, 1.419640
8, 0.044295, 1.280399
8, 0.017806, 1.290178
8, 0.015199, 1.265665
8, 0.016909, 1.296349
8, 0.041281, 1.277522
8, 0.016070, 1.299922
8, 0.017568, 1.270550
8, 0.026675, 1.258651
8, 0.016243, 1.288047
8, 0.017729, 1.263377
8, 0.017269, 1.325257
8, 0.016599, 1.328831
8, 0.016326, 1.302613
8, 0.015532, 1.305562
8, 0.015398, 1.267957
8, 0.015701, 1.321424
8, 0.016669, 1.327613
8, 0.019047, 1.273379
8, 0.016555, 1.319165
8, 0.017408, 1.282509
8, 0.017556, 1.302427
8, 0.015467, 1.281941
8, 0.016061, 1.297773
8, 0.017884, 1.289579
8, 0.017801, 1.279896
8, 0.015605, 1.340662
8, 0.016155, 1.286843
8, 0.016079, 1.281335
8, 0.017155, 1.271865
8, 0.044369, 1.475338
8, 0.034192, 1.446184
8, 0.017905, 1.288886
8, 0.015832, 1.271757
8, 0.016127, 1.294368
8, 0.015782, 1.301762
8, 0.015643, 1.280381
8, 0.017258, 1.318929
8, 0.017003, 1.286176
8, 0.019593, 1.280362
8, 0.016699, 1.283533
8, 0.015235, 1.286688
8, 0.016876, 1.384587
8, 0.017549, 1.302762
8, 0.020316, 1.304752
8, 0.016809, 1.393520
8, 0.016838, 1.276798
8, 0.017755, 1.302828
8, 0.016716, 1.658189
8, 0.015670, 1.273338
8, 0.016321, 1.253267
8, 0.019015, 1.316304
8, 0.016496, 1.281924
8, 0.016124, 1.271321
8, 0.016010, 1.305610
8, 0.017722, 1.277751
8, 0.017554, 1.335109
8, 0.014415, 1.291487
8, 0.017104, 1.298780
8, 0.017387, 1.279996
8, 0.014194, 1.294112
8, 0.026036, 1.286126
8, 0.016321, 1.280194
8, 0.015305, 1.305056
8, 0.017083, 1.311129
8, 0.016836, 1.281334
8, 0.019609, 1.276104
8, 0.015526, 1.288068
8, 0.018052, 1.302769
8, 0.017006, 1.279503
8, 0.019065, 1.317201
8, 0.015519, 1.291982
8, 0.017996, 1.304783
8, 0.019578, 1.275857
8, 0.017152, 1.269373
8, 0.017751, 1.313934
8, 0.015298, 1.269668
8, 0.017666, 1.285105
8, 0.015632, 1.288817
8, 0.016744, 1.330478
8, 0.015751, 1.295991
8, 0.018797, 1.543121
8, 0.015636, 1.292230
8, 0.019843, 1.282433
8, 0.015123, 1.293627
8, 0.015956, 1.274837
8, 0.014586, 1.307030
8, 0.015733, 1.290261
8, 0.017168, 1.272455
