#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.002032, 0.036902
5, 0.002012, 0.036891
5, 0.002001, 0.037562
5, 0.002005, 0.036022
5, 0.004015, 0.038009
5, 0.003007, 0.037514
5, 0.003001, 0.037036
5, 0.003006, 0.034994
5, 0.004040, 0.035934
5, 0.003045, 0.034747
5, 0.002001, 0.038002
5, 0.002394, 0.038589
5, 0.003066, 0.034601
5, 0.002519, 0.035007
5, 0.002045, 0.035541
5, 0.003000, 0.036994
5, 0.003006, 0.035526
5, 0.003001, 0.035995
5, 0.004001, 0.037006
5, 0.002994, 0.039672
5, 0.003711, 0.036953
5, 0.003038, 0.040413
5, 0.003231, 0.041175
5, 0.003431, 0.036193
5, 0.003095, 0.037051
5, 0.003013, 0.036068
5, 0.002443, 0.038346
5, 0.003434, 0.035291
5, 0.002513, 0.037800
5, 0.003477, 0.036261
5, 0.003148, 0.038258
5, 0.003098, 0.040245
5, 0.002987, 0.039628
5, 0.003024, 0.039824
5, 0.002555, 0.038720
5, 0.003051, 0.036014
5, 0.004143, 0.038029
5, 0.003050, 0.038852
5, 0.003584, 0.037468
5, 0.003020, 0.035007
5, 0.004081, 0.036630
5, 0.002029, 0.038895
5, 0.002995, 0.039009
5, 0.003016, 0.037545
5, 0.003001, 0.039018
5, 0.002995, 0.037097
5, 0.004001, 0.035535
5, 0.004002, 0.035013
5, 0.004001, 0.038003
5, 0.003014, 0.036574
5, 0.002089, 0.037216
5, 0.002995, 0.036013
5, 0.002013, 0.036574
5, 0.003001, 0.037245
5, 0.003778, 0.034994
5, 0.003012, 0.036692
5, 0.004067, 0.039581
5, 0.003787, 0.035579
5, 0.003019, 0.038822
5, 0.003011, 0.037488
5, 0.002002, 0.036885
5, 0.003003, 0.036297
5, 0.003051, 0.036850
5, 0.002994, 0.036540
5, 0.003479, 0.034753
5, 0.002988, 0.035009
5, 0.003006, 0.035547
5, 0.002989, 0.037168
5, 0.003002, 0.037072
5, 0.002030, 0.037525
5, 0.003988, 0.036023
5, 0.003172, 0.036319
5, 0.002312, 0.036053
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.003064, 0.037821
5, 0.002006, 0.036570
5, 0.002000, 0.036019
5, 0.003270, 0.035575
5, 0.003001, 0.037409
5, 0.003164, 0.035344
5, 0.004015, 0.039508
5, 0.001994, 0.038035
5, 0.003000, 0.034014
5, 0.002995, 0.035552
5, 0.003001, 0.036553
5, 0.004321, 0.034066
5, 0.002995, 0.036568
5, 0.001999, 0.036008
5, 0.001516, 0.035424
5, 0.003013, 0.036515
5, 0.004001, 0.035940
5, 0.003095, 0.035527
5, 0.002027, 0.035127
5, 0.003000, 0.036002
5, 0.003000, 0.038548
5, 0.003995, 0.040030
5, 0.002995, 0.037008
5, 0.002000, 0.038556
5, 0.004000, 0.036036
5, 0.003001, 0.035014
5, 0.002988, 0.036570
5, 0.003001, 0.037013
5, 0.002988, 0.037007
5, 0.002992, 0.034936
5, 0.002052, 0.036033
5, 0.002015, 0.035010
5, 0.002994, 0.038571
5, 0.002000, 0.035019
5, 0.003995, 0.035990
5, 0.002996, 0.037029
5, 0.003014, 0.037007
5, 0.002996, 0.035498
5, 0.001994, 0.036104
5, 0.002012, 0.036998
5, 0.003022, 0.037512
5, 0.002000, 0.038035
5, 0.004193, 0.037299
5, 0.002016, 0.037858
5, 0.002021, 0.035764
5, 0.004282, 0.036008
5, 0.003016, 0.037540
5, 0.002000, 0.038543
5, 0.002999, 0.037022
5, 0.003989, 0.035744
5, 0.004006, 0.037018
5, 0.003000, 0.037008
5, 0.004014, 0.034514
5, 0.003106, 0.039752
5, 0.003036, 0.036180
5, 0.002013, 0.036544
5, 0.003998, 0.036013
5, 0.003007, 0.035008
5, 0.003001, 0.035578
5, 0.003007, 0.035020
5, 0.003000, 0.036095
5, 0.002001, 0.035996
5, 0.003001, 0.038001
5, 0.004138, 0.036539
5, 0.003000, 0.037022
5, 0.002083, 0.036427
5, 0.003013, 0.037208
5, 0.002000, 0.037022
5, 0.002012, 0.037015
5, 0.002995, 0.036534
5, 0.003001, 0.041018
5, 0.003000, 0.035014
5, 0.002995, 0.037503
5, 0.002028, 0.038319
5, 0.004001, 0.038003
5, 0.004001, 0.035939
5, 0.003060, 0.036955
5, 0.003108, 0.038009
5, 0.003000, 0.038568
5, 0.002007, 0.036995
5, 0.002987, 0.037232
5, 0.002999, 0.035561
5, 0.003001, 0.040002
5, 0.002495, 0.036021
5, 0.002025, 0.036661
5, 0.002012, 0.038002
5, 0.003000, 0.035028
5, 0.002995, 0.035513
5, 0.004001, 0.034992
5, 0.002034, 0.036712
5, 0.003001, 0.038010
5, 0.001994, 0.037014
5, 0.002995, 0.036528
5, 0.001994, 0.035995
5, 0.003000, 0.035618
5, 0.002000, 0.039559
5, 0.002988, 0.035049
5, 0.003235, 0.036163
5, 0.003404, 0.035216
5, 0.003000, 0.037008
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.003273, 0.035798
5, 0.003012, 0.037535
5, 0.001989, 0.036990
5, 0.002071, 0.034853
5, 0.002007, 0.037989
5, 0.002016, 0.038547
5, 0.003011, 0.036544
5, 0.003021, 0.036887
5, 0.003178, 0.037545
5, 0.003008, 0.037074
5, 0.002012, 0.035008
5, 0.003171, 0.036585
5, 0.003077, 0.035510
5, 0.003006, 0.035008
5, 0.002035, 0.036023
5, 0.005008, 0.035482
5, 0.002000, 0.037613
5, 0.002000, 0.038728
5, 0.002069, 0.037136
5, 0.002039, 0.039487
5, 0.003088, 0.036047
5, 0.002083, 0.035008
5, 0.004019, 0.035583
5, 0.003024, 0.035699
5, 0.001994, 0.035008
5, 0.002000, 0.037489
5, 0.002989, 0.035002
5, 0.003138, 0.035162
5, 0.003012, 0.037016
5, 0.003001, 0.036008
5, 0.003000, 0.035144
5, 0.002995, 0.037001
5, 0.003001, 0.035749
5, 0.002984, 0.035156
5, 0.003032, 0.035289
5, 0.002982, 0.035774
5, 0.003041, 0.034323
5, 0.002039, 0.035014
5, 0.002998, 0.035084
5, 0.002989, 0.035996
5, 0.003982, 0.036008
5, 0.002028, 0.036890
5, 0.003982, 0.035021
5, 0.004302, 0.035240
5, 0.003001, 0.036041
5, 0.003989, 0.035601
5, 0.002989, 0.035558
5, 0.002000, 0.039030
5, 0.002989, 0.036008
5, 0.001988, 0.038538
5, 0.003007, 0.033996
5, 0.002995, 0.036546
5, 0.002007, 0.037030
5, 0.002012, 0.035467
5, 0.004092, 0.036185
5, 0.003108, 0.036221
5, 0.003013, 0.036002
5, 0.002995, 0.035407
5, 0.003001, 0.036014
5, 0.002529, 0.035008
5, 0.003013, 0.035546
5, 0.002011, 0.037014
5, 0.002989, 0.038064
5, 0.003006, 0.040030
5, 0.002983, 0.037013
5, 0.002128, 0.034103
5, 0.002001, 0.037030
5, 0.003097, 0.037252
5, 0.001983, 0.034468
5, 0.002000, 0.035013
5, 0.002989, 0.037022
5, 0.003012, 0.038541
5, 0.002989, 0.035452
5, 0.003000, 0.040055
5, 0.002000, 0.036024
5, 0.003000, 0.035996
5, 0.003061, 0.036174
5, 0.003011, 0.040001
5, 0.003989, 0.035151
5, 0.002001, 0.036566
5, 0.002995, 0.035008
5, 0.003012, 0.035032
5, 0.003000, 0.037009
5, 0.002225, 0.036805
5, 0.003312, 0.035666
5, 0.003256, 0.037223
5, 0.002061, 0.035449
5, 0.003058, 0.045964
5, 0.003142, 0.036846
5, 0.003249, 0.038240
5, 0.002088, 0.035744
5, 0.003054, 0.036472
5, 0.002007, 0.039916
5, 0.003077, 0.037251
5, 0.003084, 0.038465
5, 0.003010, 0.037374
5, 0.003069, 0.038211
5, 0.004104, 0.041752
5, 0.002034, 0.040945
5, 0.003097, 0.035585
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.002102, 0.039937
5, 0.003001, 0.036036
5, 0.002006, 0.036008
5, 0.002995, 0.036574
5, 0.003000, 0.035014
5, 0.002000, 0.037020
5, 0.002982, 0.036261
5, 0.003191, 0.035303
5, 0.001988, 0.035532
5, 0.003007, 0.036024
5, 0.003995, 0.037021
5, 0.003001, 0.037582
5, 0.003007, 0.035531
5, 0.002025, 0.036308
5, 0.003069, 0.037420
5, 0.003117, 0.035175
5, 0.003533, 0.039730
5, 0.003006, 0.035573
5, 0.004001, 0.038008
5, 0.002014, 0.036815
5, 0.002995, 0.037118
5, 0.004006, 0.036002
5, 0.002017, 0.036520
5, 0.002989, 0.036024
5, 0.003006, 0.037990
5, 0.001994, 0.036570
5, 0.001995, 0.034020
5, 0.003023, 0.038008
5, 0.001995, 0.037519
5, 0.003001, 0.036020
5, 0.002005, 0.035692
5, 0.004021, 0.036980
5, 0.001988, 0.036008
5, 0.004018, 0.036542
5, 0.003006, 0.037024
5, 0.002018, 0.036273
5, 0.003001, 0.036532
5, 0.002999, 0.035020
5, 0.002989, 0.035989
5, 0.003218, 0.037517
5, 0.003000, 0.037997
5, 0.003000, 0.038009
5, 0.002001, 0.034550
5, 0.002000, 0.036008
5, 0.003001, 0.036539
5, 0.003000, 0.036024
5, 0.003122, 0.034534
5, 0.002012, 0.036526
5, 0.003000, 0.036003
5, 0.002995, 0.035008
5, 0.002001, 0.037569
5, 0.002012, 0.038352
5, 0.001988, 0.037014
5, 0.002001, 0.036572
5, 0.001995, 0.037015
5, 0.003007, 0.036865
5, 0.002993, 0.036016
5, 0.003634, 0.038222
5, 0.003001, 0.035897
5, 0.002995, 0.035008
5, 0.003007, 0.035008
5, 0.002996, 0.035504
5, 0.003000, 0.036009
5, 0.003001, 0.037047
5, 0.003000, 0.037024
5, 0.002994, 0.038006
5, 0.002116, 0.034694
5, 0.003001, 0.036013
5, 0.002000, 0.039003
5, 0.003000, 0.038589
5, 0.002989, 0.036989
5, 0.002995, 0.035008
5, 0.003007, 0.034590
5, 0.002995, 0.041013
5, 0.002529, 0.036744
5, 0.002012, 0.035579
5, 0.003013, 0.037020
5, 0.002995, 0.036528
5, 0.002000, 0.038333
5, 0.002995, 0.037995
5, 0.002997, 0.035384
5, 0.003007, 0.036024
5, 0.003012, 0.037990
5, 0.003196, 0.035364
5, 0.004013, 0.037014
5, 0.002000, 0.036153
5, 0.002989, 0.036079
5, 0.002995, 0.034002
5, 0.002007, 0.037024
5, 0.003013, 0.034866
5, 0.003001, 0.036008
5, 0.002009, 0.035527
5, 0.003000, 0.036024
5, 0.003001, 0.036008
5, 0.003000, 0.036560
5, 0.003006, 0.038003
5, 0.002994, 0.035008
5, 0.002999, 0.036587
5, 0.002995, 0.036008
5, 0.002516, 0.038958
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.002504, 0.038747
5, 0.003758, 0.041215
5, 0.002121, 0.039876
5, 0.003028, 0.038929
5, 0.003620, 0.040494
5, 0.003087, 0.043177
5, 0.002989, 0.040391
5, 0.004002, 0.037219
5, 0.003085, 0.038235
5, 0.003520, 0.040789
5, 0.002081, 0.039386
5, 0.005265, 0.037054
5, 0.003034, 0.037196
5, 0.003004, 0.039043
5, 0.003155, 0.039501
5, 0.003063, 0.039362
5, 0.003037, 0.042744
5, 0.003138, 0.041195
5, 0.003031, 0.038459
5, 0.002549, 0.046737
5, 0.003555, 0.037309
5, 0.003613, 0.040267
5, 0.002054, 0.041919
5, 0.003110, 0.040287
5, 0.002999, 0.041185
5, 0.002012, 0.041179
5, 0.003238, 0.043149
5, 0.003514, 0.043978
5, 0.003065, 0.042161
5, 0.003508, 0.042457
5, 0.004023, 0.040040
5, 0.003998, 0.045303
5, 0.003666, 0.042733
5, 0.003497, 0.037714
5, 0.003273, 0.044516
5, 0.002084, 0.041685
5, 0.004426, 0.039980
5, 0.003135, 0.040126
5, 0.002538, 0.041160
5, 0.005208, 0.039833
5, 0.003096, 0.037806
5, 0.003132, 0.038458
5, 0.002558, 0.038455
5, 0.003004, 0.038025
5, 0.003418, 0.038471
5, 0.003033, 0.037220
5, 0.004134, 0.037662
5, 0.003116, 0.037840
5, 0.004374, 0.038322
5, 0.003111, 0.040481
5, 0.002082, 0.038305
5, 0.004123, 0.037550
5, 0.004032, 0.039420
5, 0.002561, 0.037005
5, 0.002992, 0.039696
5, 0.003113, 0.036980
5, 0.003542, 0.037999
5, 0.004013, 0.039929
5, 0.003836, 0.040104
5, 0.001518, 0.041643
5, 0.004325, 0.039206
5, 0.003578, 0.041142
5, 0.003151, 0.038859
5, 0.003199, 0.037422
5, 0.002082, 0.039737
5, 0.002128, 0.039995
5, 0.003124, 0.038938
5, 0.002992, 0.039030
5, 0.003146, 0.040085
5, 0.003137, 0.039592
5, 0.004100, 0.037638
5, 0.003036, 0.037981
5, 0.004004, 0.036645
5, 0.003040, 0.038012
5, 0.002999, 0.040295
5, 0.004037, 0.041111
5, 0.004664, 0.037998
5, 0.002094, 0.038775
5, 0.002000, 0.037680
5, 0.002001, 0.037991
5, 0.003183, 0.038355
5, 0.002012, 0.041766
5, 0.003520, 0.039633
5, 0.003013, 0.038889
5, 0.002578, 0.040198
5, 0.003001, 0.039204
5, 0.003507, 0.038123
5, 0.003580, 0.038913
5, 0.003549, 0.039364
5, 0.004150, 0.039172
5, 0.004925, 0.036777
5, 0.003577, 0.037452
5, 0.003018, 0.038599
5, 0.003517, 0.038682
5, 0.002062, 0.040340
5, 0.002569, 0.038184
5, 0.004544, 0.037138
5, 0.003619, 0.039972
5, 0.003570, 0.037359
5, 0.003641, 0.039004
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.003061, 0.037647
5, 0.002006, 0.043107
5, 0.002578, 0.039836
5, 0.002989, 0.037121
5, 0.003113, 0.043264
5, 0.002272, 0.042476
5, 0.004360, 0.040263
5, 0.003013, 0.040478
5, 0.003260, 0.041371
5, 0.003576, 0.042235
5, 0.004090, 0.040255
5, 0.003253, 0.040732
5, 0.003059, 0.046148
5, 0.003121, 0.037700
5, 0.002516, 0.038752
5, 0.003000, 0.047495
5, 0.004234, 0.038916
5, 0.003012, 0.044830
5, 0.002518, 0.043463
5, 0.004279, 0.038449
5, 0.003608, 0.039733
5, 0.002014, 0.037962
5, 0.002006, 0.038303
5, 0.003587, 0.039742
5, 0.003621, 0.040798
5, 0.002524, 0.038345
5, 0.003141, 0.041111
5, 0.003158, 0.040987
5, 0.003013, 0.041075
5, 0.003180, 0.038530
5, 0.004140, 0.038674
5, 0.003551, 0.040248
5, 0.002561, 0.037161
5, 0.003013, 0.038419
5, 0.003565, 0.049992
5, 0.004075, 0.046717
5, 0.004133, 0.042427
5, 0.002994, 0.040174
5, 0.002000, 0.041184
5, 0.003124, 0.038577
5, 0.004183, 0.041184
5, 0.003132, 0.040197
5, 0.004193, 0.039189
5, 0.001589, 0.041851
5, 0.004194, 0.041518
5, 0.003407, 0.038407
5, 0.003589, 0.039234
5, 0.002518, 0.039382
5, 0.002087, 0.042652
5, 0.002527, 0.041519
5, 0.004072, 0.038420
5, 0.002075, 0.041321
5, 0.002540, 0.041966
5, 0.003158, 0.040931
5, 0.002838, 0.040233
5, 0.002036, 0.041308
5, 0.002055, 0.040713
5, 0.003253, 0.039945
5, 0.003095, 0.040210
5, 0.004183, 0.041663
5, 0.003028, 0.039889
5, 0.003083, 0.041550
5, 0.003071, 0.040026
5, 0.004061, 0.039938
5, 0.003475, 0.041834
5, 0.002343, 0.040949
5, 0.003268, 0.040879
5, 0.003050, 0.044633
5, 0.002989, 0.039269
5, 0.002104, 0.040231
5, 0.002069, 0.040576
5, 0.004040, 0.040461
5, 0.003352, 0.041300
5, 0.003088, 0.039251
5, 0.002207, 0.041348
5, 0.003123, 0.040003
5, 0.003217, 0.041148
5, 0.003087, 0.044024
5, 0.003232, 0.040164
5, 0.004007, 0.042205
5, 0.002065, 0.042500
5, 0.003656, 0.038147
5, 0.003568, 0.039075
5, 0.003050, 0.040648
5, 0.003061, 0.041142
5, 0.002052, 0.041667
5, 0.004167, 0.038237
5, 0.004194, 0.040751
5, 0.003168, 0.042316
5, 0.002024, 0.039194
5, 0.003383, 0.041130
5, 0.003546, 0.038971
5, 0.002274, 0.038870
5, 0.003037, 0.040100
5, 0.002040, 0.041207
5, 0.002060, 0.043106
5, 0.003860, 0.041506
5, 0.003208, 0.039976
5, 0.003640, 0.041763
5, 0.003567, 0.037875
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.002016, 0.036214
5, 0.001988, 0.035700
5, 0.003543, 0.035956
5, 0.003108, 0.037610
5, 0.002996, 0.038712
5, 0.003020, 0.036381
5, 0.002001, 0.035685
5, 0.003013, 0.036380
5, 0.002588, 0.036642
5, 0.001995, 0.038549
5, 0.002133, 0.039294
5, 0.001995, 0.037251
5, 0.002547, 0.037200
5, 0.002081, 0.036270
5, 0.004513, 0.039530
5, 0.003327, 0.036666
5, 0.004194, 0.037142
5, 0.002990, 0.036169
5, 0.002541, 0.036143
5, 0.002132, 0.035822
5, 0.002006, 0.036230
5, 0.002989, 0.037278
5, 0.003173, 0.037375
5, 0.003283, 0.035465
5, 0.002016, 0.035368
5, 0.002076, 0.037831
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.005058, 0.066097
5, 0.003575, 0.063700
5, 0.004210, 0.069757
5, 0.005267, 0.068934
5, 0.005020, 0.064851
5, 0.004385, 0.065746
5, 0.005459, 0.069103
5, 0.005423, 0.066783
5, 0.005267, 0.071115
5, 0.007014, 0.067806
5, 0.005004, 0.066011
5, 0.004408, 0.063588
5, 0.005356, 0.060101
5, 0.004436, 0.067462
5, 0.004082, 0.067519
5, 0.005089, 0.069433
5, 0.004167, 0.069655
5, 0.004131, 0.070660
5, 0.005192, 0.069620
5, 0.004157, 0.069915
5, 0.004001, 0.065263
5, 0.005511, 0.068206
5, 0.004770, 0.072018
5, 0.004464, 0.069709
5, 0.005281, 0.068754
5, 0.004120, 0.068832
5, 0.004486, 0.069774
5, 0.007145, 0.069077
5, 0.005267, 0.062517
5, 0.004292, 0.065050
5, 0.005148, 0.067966
5, 0.004128, 0.065894
5, 0.006310, 0.062723
5, 0.004211, 0.066330
5, 0.004571, 0.063506
5, 0.005629, 0.072592
5, 0.006028, 0.070876
5, 0.006263, 0.063224
5, 0.004667, 0.064853
5, 0.005453, 0.069272
5, 0.007413, 0.080330
5, 0.004008, 0.068653
5, 0.004183, 0.062404
5, 0.004203, 0.068997
5, 0.006174, 0.072481
5, 0.004829, 0.065292
5, 0.004316, 0.070940
5, 0.004140, 0.066190
5, 0.005000, 0.073502
5, 0.004117, 0.063203
5, 0.004343, 0.066958
5, 0.005437, 0.072061
5, 0.005013, 0.070988
5, 0.004497, 0.073570
5, 0.005312, 0.068469
5, 0.005167, 0.066550
5, 0.004192, 0.064903
5, 0.005431, 0.070511
5, 0.004156, 0.069028
5, 0.004080, 0.067269
5, 0.004466, 0.071818
5, 0.004400, 0.070035
5, 0.004161, 0.063862
5, 0.009032, 0.112491
5, 0.008315, 0.119147
5, 0.008103, 0.074087
5, 0.007099, 0.069390
5, 0.004591, 0.073570
5, 0.006571, 0.073608
5, 0.007755, 0.076128
5, 0.004687, 0.091997
5, 0.005281, 0.108288
5, 0.004173, 0.064910
5, 0.005023, 0.066931
5, 0.004257, 0.071050
5, 0.005190, 0.065114
5, 0.005156, 0.066154
5, 0.004570, 0.070482
5, 0.004999, 0.063797
5, 0.004173, 0.066870
5, 0.003999, 0.062833
5, 0.012985, 0.064079
5, 0.005135, 0.062232
5, 0.004287, 0.062148
5, 0.005311, 0.064682
5, 0.004001, 0.063546
5, 0.005735, 0.065953
5, 0.005115, 0.065032
5, 0.004439, 0.065972
5, 0.005025, 0.066700
5, 0.005065, 0.066910
5, 0.004998, 0.067593
5, 0.005293, 0.069274
5, 0.004069, 0.066942
5, 0.004394, 0.069681
5, 0.005542, 0.071615
5, 0.004391, 0.069327
5, 0.003108, 0.077135
5, 0.005010, 0.066056
5, 0.005043, 0.064068
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.007232, 0.074080
5, 0.003180, 0.062103
5, 0.004106, 0.070220
5, 0.004199, 0.066139
5, 0.004256, 0.072868
5, 0.006849, 0.067624
5, 0.005288, 0.070260
5, 0.005371, 0.066928
5, 0.004226, 0.068607
5, 0.005198, 0.066786
5, 0.006531, 0.068701
5, 0.005197, 0.073925
5, 0.005016, 0.136028
5, 0.005000, 0.061431
5, 0.004323, 0.059037
5, 0.005181, 0.065548
5, 0.005593, 0.066731
5, 0.004592, 0.063007
5, 0.005584, 0.067459
5, 0.004276, 0.069222
5, 0.004227, 0.069345
5, 0.005403, 0.064842
5, 0.006361, 0.068137
5, 0.004094, 0.069884
5, 0.006212, 0.062774
5, 0.005113, 0.074303
5, 0.005319, 0.078443
5, 0.007241, 0.065390
5, 0.003586, 0.068531
5, 0.004178, 0.069587
5, 0.005291, 0.064831
5, 0.004290, 0.065394
5, 0.004290, 0.065248
5, 0.006150, 0.084262
5, 0.007007, 0.067040
5, 0.004502, 0.064989
5, 0.005409, 0.064834
5, 0.005211, 0.078276
5, 0.006069, 0.073409
5, 0.004762, 0.067650
5, 0.004001, 0.064056
5, 0.005067, 0.065871
5, 0.005218, 0.118006
5, 0.006311, 0.062100
5, 0.003201, 0.067014
5, 0.005565, 0.072799
5, 0.006001, 0.066441
5, 0.004063, 0.071935
5, 0.005397, 0.064684
5, 0.006094, 0.066562
5, 0.005331, 0.067277
5, 0.004178, 0.074316
5, 0.004051, 0.078261
5, 0.004139, 0.068548
5, 0.004166, 0.069675
5, 0.006262, 0.068652
5, 0.005583, 0.066904
5, 0.006225, 0.066706
5, 0.007412, 0.077941
5, 0.006002, 0.090047
5, 0.007544, 0.070536
5, 0.005246, 0.069816
5, 0.004001, 0.066928
5, 0.004350, 0.067350
5, 0.005056, 0.066061
5, 0.006001, 0.067066
5, 0.004284, 0.062725
5, 0.004101, 0.066906
5, 0.004574, 0.062210
5, 0.005172, 0.061587
5, 0.005027, 0.060489
5, 0.003998, 0.065067
5, 0.005322, 0.061056
5, 0.004988, 0.064636
5, 0.004445, 0.061182
5, 0.005002, 0.062966
5, 0.005003, 0.067773
5, 0.004176, 0.065846
5, 0.006971, 0.077228
5, 0.005695, 0.070993
5, 0.004001, 0.062089
5, 0.005443, 0.055799
5, 0.005001, 0.056490
5, 0.005257, 0.059187
5, 0.006012, 0.055584
5, 0.003233, 0.052107
5, 0.004142, 0.046615
5, 0.003190, 0.049085
5, 0.003694, 0.046572
5, 0.005660, 0.049355
5, 0.004010, 0.053832
5, 0.004001, 0.049521
5, 0.003997, 0.048517
5, 0.004084, 0.048129
5, 0.003150, 0.044741
5, 0.003502, 0.040235
5, 0.003145, 0.039666
5, 0.003022, 0.044979
5, 0.004041, 0.039081
5, 0.003044, 0.041699
