#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.018201, 0.668249
8, 0.016984, 0.646501
8, 0.016273, 0.644258
8, 0.014200, 0.616838
8, 0.016032, 0.637413
8, 0.014750, 0.625626
8, 0.016707, 0.627115
8, 0.016489, 0.629164
8, 0.018161, 0.624313
8, 0.016134, 0.632582
8, 0.013590, 0.631221
8, 0.015260, 0.641527
8, 0.016902, 0.753864
8, 0.017591, 0.710393
8, 0.015504, 0.628469
8, 0.013412, 0.641243
8, 0.016331, 0.633928
8, 0.015137, 0.616738
8, 0.016147, 0.614621
8, 0.015208, 0.627557
8, 0.015066, 0.702898
8, 0.015107, 0.627848
8, 0.015075, 0.624892
8, 0.015681, 0.626701
8, 0.014752, 0.629869
8, 0.016821, 0.638556
8, 0.014730, 0.651428
8, 0.039447, 0.649454
8, 0.015656, 0.632474
8, 0.016865, 0.642034
8, 0.014862, 0.635217
8, 0.014143, 0.634997
8, 0.015203, 0.638250
8, 0.014907, 0.627979
8, 0.014611, 0.627860
8, 0.015660, 0.646747
8, 0.014649, 0.639755
8, 0.014971, 0.639176
8, 0.016582, 0.638107
8, 0.014333, 0.691943
8, 0.015800, 0.693833
8, 0.018820, 0.678748
8, 0.015286, 0.657986
8, 0.016244, 0.676123
8, 0.016329, 0.660319
8, 0.016293, 0.777025
8, 0.020859, 0.852829
8, 0.020978, 0.758988
8, 0.017982, 0.702212
8, 0.017758, 0.674572
8, 0.021904, 0.781723
8, 0.018064, 0.741410
8, 0.016240, 0.674672
8, 0.017644, 0.734226
8, 0.017520, 0.673977
8, 0.014215, 0.666027
8, 0.014975, 0.675919
8, 0.017408, 0.667361
8, 0.016719, 0.667164
8, 0.017539, 0.714203
8, 0.019016, 0.657711
8, 0.015184, 0.651244
8, 0.013868, 0.660673
8, 0.015579, 0.657954
8, 0.018492, 0.658812
8, 0.013990, 0.646516
8, 0.014863, 0.659395
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.017207, 0.667813
8, 0.016356, 0.640825
8, 0.016794, 0.642563
8, 0.016415, 0.643543
8, 0.016401, 0.710582
8, 0.045368, 0.852460
8, 0.018766, 0.653265
8, 0.016424, 0.658096
8, 0.016174, 0.654509
8, 0.015458, 0.659343
8, 0.014732, 0.658372
8, 0.014829, 0.728307
8, 0.017568, 0.668391
8, 0.015864, 0.653690
8, 0.015669, 0.647040
8, 0.015221, 0.642090
8, 0.015026, 0.649011
8, 0.016046, 0.649342
8, 0.015648, 0.655495
8, 0.015562, 0.647161
8, 0.016137, 0.656955
8, 0.016978, 0.663757
8, 0.016347, 0.657979
8, 0.015675, 0.671337
8, 0.014764, 0.677006
8, 0.016161, 0.662201
8, 0.016207, 0.670435
8, 0.015058, 0.679085
8, 0.017138, 0.660521
8, 0.015599, 0.683509
8, 0.019432, 0.662438
8, 0.015618, 0.651708
8, 0.015212, 0.655360
8, 0.015937, 0.651722
8, 0.015489, 0.655138
8, 0.016723, 0.691735
8, 0.017476, 0.700091
8, 0.018577, 0.837391
8, 0.018790, 0.864699
8, 0.017543, 0.679882
8, 0.017035, 0.668211
8, 0.015516, 0.654902
8, 0.016323, 0.653761
8, 0.015786, 0.657690
8, 0.015163, 0.667824
8, 0.018320, 0.724947
8, 0.016620, 0.668921
8, 0.015079, 0.666004
8, 0.015164, 0.685336
8, 0.017003, 0.669014
8, 0.015805, 0.675856
8, 0.015798, 0.741006
8, 0.015947, 0.676323
8, 0.016752, 0.722636
8, 0.016314, 0.687990
8, 0.016803, 0.663531
8, 0.014672, 0.663991
8, 0.016112, 0.649688
8, 0.015539, 0.650998
8, 0.015707, 0.654537
8, 0.040715, 0.633698
8, 0.016647, 0.743992
8, 0.017066, 0.653099
8, 0.015778, 0.663479
8, 0.016386, 0.660981
8, 0.018180, 0.667468
8, 0.016744, 0.668083
8, 0.015402, 0.666810
8, 0.015221, 0.668801
8, 0.016407, 0.724697
8, 0.018301, 0.826190
8, 0.019920, 0.713856
8, 0.018266, 0.680692
8, 0.016157, 0.650200
8, 0.014758, 0.646751
8, 0.014645, 0.652951
8, 0.017566, 0.665615
8, 0.014902, 0.740165
8, 0.016423, 0.677256
8, 0.016554, 0.666074
8, 0.017389, 0.680387
8, 0.015723, 0.682878
8, 0.014720, 0.678983
8, 0.017226, 0.660974
8, 0.015992, 0.657078
8, 0.015990, 0.686442
8, 0.017486, 0.650693
8, 0.016023, 0.651888
8, 0.017196, 0.653541
8, 0.017008, 0.657566
8, 0.017608, 0.653445
8, 0.016071, 0.735389
8, 0.017785, 0.662752
8, 0.015722, 0.670716
8, 0.017641, 0.679432
8, 0.016747, 0.681456
8, 0.016488, 0.675186
8, 0.017083, 0.667210
8, 0.015194, 0.652577
8, 0.015278, 0.652609
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.015517, 0.629869
8, 0.015260, 0.629869
8, 0.016807, 0.691318
8, 0.016186, 0.632353
8, 0.016259, 0.657017
8, 0.042126, 0.633904
8, 0.014390, 0.616384
8, 0.017414, 0.634217
8, 0.015075, 0.627307
8, 0.014619, 0.651270
8, 0.015997, 0.632390
8, 0.017218, 0.651320
8, 0.026344, 0.643006
8, 0.023106, 0.682909
8, 0.015854, 0.643427
8, 0.015778, 0.648300
8, 0.015992, 0.662142
8, 0.019230, 0.643823
8, 0.016287, 0.656466
8, 0.015896, 0.649872
8, 0.019974, 0.657798
8, 0.014518, 0.674288
8, 0.018583, 0.635044
8, 0.017246, 0.656780
8, 0.015466, 0.658337
8, 0.018015, 0.672225
8, 0.015866, 0.701529
8, 0.014900, 0.667416
8, 0.015469, 0.675881
8, 0.018246, 0.635352
8, 0.019188, 0.658885
8, 0.015064, 0.685327
8, 0.017311, 0.683445
8, 0.015567, 0.656317
8, 0.016851, 0.662496
8, 0.021696, 0.659520
8, 0.016051, 0.671957
8, 0.017604, 0.634847
8, 0.014522, 0.632814
8, 0.016546, 0.642681
8, 0.015857, 0.653769
8, 0.016312, 0.691646
8, 0.017516, 0.650748
8, 0.016280, 0.681309
8, 0.014515, 0.651645
8, 0.015549, 0.651637
8, 0.017635, 0.662460
8, 0.015915, 0.651882
8, 0.015672, 0.674155
8, 0.019324, 0.653624
8, 0.015254, 0.645917
8, 0.014932, 0.639071
8, 0.016664, 0.645252
8, 0.015142, 0.640800
8, 0.018071, 0.634214
8, 0.016046, 0.653755
8, 0.015485, 0.666058
8, 0.017636, 0.680040
8, 0.016059, 0.668769
8, 0.017671, 0.658683
8, 0.042643, 0.638293
8, 0.015262, 0.837302
8, 0.017080, 0.653880
8, 0.015712, 0.666073
8, 0.015879, 0.625856
8, 0.016413, 0.649450
8, 0.017205, 0.665833
8, 0.015635, 0.637472
8, 0.017293, 0.661698
8, 0.026387, 0.648355
8, 0.015402, 0.621850
8, 0.016005, 0.693890
8, 0.017748, 0.660964
8, 0.017004, 0.688496
8, 0.016474, 0.650036
8, 0.016557, 0.656975
8, 0.015483, 0.655533
8, 0.017139, 0.642853
8, 0.016648, 0.668123
8, 0.016695, 0.651353
8, 0.014375, 0.645924
8, 0.018234, 0.659032
8, 0.016298, 0.705079
8, 0.025542, 0.673657
8, 0.016345, 0.637109
8, 0.024927, 0.669331
8, 0.016512, 0.670050
8, 0.020313, 0.634726
8, 0.016400, 0.684781
8, 0.014548, 0.667397
8, 0.015675, 0.667739
8, 0.016880, 0.684855
8, 0.016754, 0.658259
8, 0.019365, 0.668033
8, 0.018621, 0.662830
8, 0.015394, 0.666760
8, 0.047216, 0.664452
8, 0.018391, 0.675327
8, 0.016198, 0.633393
8, 0.017086, 0.673014
#n= 8, connectivity= 7, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
8, 0.019601, 0.654023
8, 0.015792, 0.686054
8, 0.015525, 0.710884
8, 0.015792, 0.745642
8, 0.017498, 0.669955
8, 0.015695, 0.708181
8, 0.015637, 0.668128
8, 0.016906, 0.721164
8, 0.017812, 0.925262
8, 0.021286, 0.836207
8, 0.016382, 0.696018
8, 0.016056, 0.718549
8, 0.015834, 0.733206
8, 0.018792, 0.754694
8, 0.015585, 0.703034
8, 0.017866, 0.691769
8, 0.023863, 0.664166
8, 0.016394, 0.637876
8, 0.021537, 0.723259
8, 0.013911, 0.672076
8, 0.016423, 0.670385
8, 0.024426, 0.725862
8, 0.016540, 0.689147
8, 0.015327, 0.637681
8, 0.025651, 0.709830
8, 0.015787, 0.641559
8, 0.015198, 0.644518
8, 0.021019, 0.671112
8, 0.016573, 0.638412
8, 0.044639, 0.640497
8, 0.017291, 0.757300
8, 0.019470, 0.678268
8, 0.017663, 0.665125
8, 0.017159, 0.635972
8, 0.019918, 0.620085
8, 0.014845, 0.628337
8, 0.017090, 0.642431
8, 0.014424, 0.633175
8, 0.016055, 0.630698
8, 0.017421, 0.641502
8, 0.017340, 0.626506
8, 0.017797, 0.640146
8, 0.017125, 0.639483
8, 0.014737, 0.633308
8, 0.017296, 0.651757
8, 0.016070, 0.634377
8, 0.015671, 0.625401
8, 0.016756, 0.645272
8, 0.016390, 0.645552
8, 0.018021, 0.687520
8, 0.016959, 0.628576
8, 0.018099, 0.662435
8, 0.018672, 0.650170
8, 0.016098, 0.650279
8, 0.017442, 0.646835
8, 0.016634, 0.631639
8, 0.016624, 0.666790
8, 0.014002, 0.653758
8, 0.017008, 0.746986
8, 0.015037, 0.668964
8, 0.015460, 0.700512
8, 0.017951, 0.662150
8, 0.017196, 0.652447
8, 0.018604, 0.666401
8, 0.016818, 0.629694
8, 0.018547, 0.681368
8, 0.016533, 0.694860
8, 0.019517, 0.694085
8, 0.016785, 0.667588
8, 0.015540, 0.658181
8, 0.015147, 0.639528
8, 0.016668, 0.686357
8, 0.016728, 0.732677
8, 0.014272, 0.756944
8, 0.022028, 0.702825
8, 0.018157, 0.750476
8, 0.019290, 0.699629
8, 0.013995, 0.678984
8, 0.017232, 0.661413
8, 0.016809, 0.669815
8, 0.016237, 0.712343
8, 0.017770, 0.723862
8, 0.018139, 0.643521
8, 0.014499, 0.660066
8, 0.017800, 0.702884
8, 0.041747, 0.669905
8, 0.015229, 0.661534
8, 0.015582, 0.672481
8, 0.015738, 0.670910
8, 0.015924, 0.626939
8, 0.017918, 0.649760
8, 0.018292, 0.679872
8, 0.018107, 0.733905
8, 0.018107, 0.751173
8, 0.016366, 0.707438
8, 0.018145, 0.660732
8, 0.015696, 0.677019
8, 0.015003, 0.684398
8, 0.016183, 0.649139
8, 0.017484, 0.641035
