#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.004002, 0.070516
5, 0.002264, 0.073390
5, 0.003067, 0.068742
5, 0.003037, 0.068082
5, 0.003001, 0.069353
5, 0.002064, 0.070369
5, 0.002080, 0.065957
5, 0.003070, 0.069567
5, 0.003013, 0.068876
5, 0.003986, 0.071126
5, 0.004005, 0.068846
5, 0.002995, 0.066324
5, 0.004096, 0.065076
5, 0.003007, 0.067099
5, 0.003091, 0.068067
5, 0.003007, 0.069787
5, 0.003198, 0.065241
5, 0.003207, 0.066706
5, 0.003078, 0.063667
5, 0.003007, 0.069943
5, 0.002999, 0.069011
5, 0.002995, 0.069037
5, 0.004001, 0.068013
5, 0.002985, 0.065745
5, 0.002068, 0.065015
5, 0.002527, 0.069719
5, 0.003591, 0.068857
5, 0.002998, 0.070731
5, 0.004007, 0.066559
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.003226, 0.065564
5, 0.003000, 0.063561
5, 0.004008, 0.067547
5, 0.003000, 0.067590
5, 0.003050, 0.066930
5, 0.002997, 0.066556
5, 0.002007, 0.066030
5, 0.003007, 0.066023
5, 0.003000, 0.063996
5, 0.002000, 0.066020
5, 0.003001, 0.069399
5, 0.004000, 0.076937
5, 0.002007, 0.071562
5, 0.002000, 0.065567
5, 0.002007, 0.067552
5, 0.003001, 0.068577
5, 0.002105, 0.065729
5, 0.003012, 0.065573
5, 0.002000, 0.066578
5, 0.002000, 0.063555
5, 0.003000, 0.065361
5, 0.001986, 0.068562
5, 0.003006, 0.067573
5, 0.003001, 0.064030
5, 0.003000, 0.066024
5, 0.003001, 0.067036
5, 0.002012, 0.067010
5, 0.002995, 0.067009
5, 0.002000, 0.067845
5, 0.002006, 0.067178
5, 0.001997, 0.064541
5, 0.002018, 0.065427
5, 0.003013, 0.064191
5, 0.002998, 0.064233
5, 0.002987, 0.067218
5, 0.002988, 0.064590
5, 0.002004, 0.066536
5, 0.002995, 0.067528
5, 0.003013, 0.065564
5, 0.003006, 0.066036
5, 0.001988, 0.067042
5, 0.002995, 0.064014
5, 0.003988, 0.067199
5, 0.002000, 0.066819
5, 0.002995, 0.067533
5, 0.002001, 0.065546
5, 0.002995, 0.066549
5, 0.003158, 0.062997
5, 0.003020, 0.065983
5, 0.003000, 0.068333
5, 0.004110, 0.068360
5, 0.003009, 0.065584
5, 0.002006, 0.066540
5, 0.001994, 0.067191
5, 0.002070, 0.066683
5, 0.003006, 0.071312
5, 0.004991, 0.069137
5, 0.003041, 0.074086
5, 0.003118, 0.072125
5, 0.004014, 0.073696
5, 0.003058, 0.072149
5, 0.003191, 0.079663
5, 0.003195, 0.069988
5, 0.002052, 0.070854
5, 0.004354, 0.071424
5, 0.002087, 0.070353
5, 0.003136, 0.070528
5, 0.003438, 0.074878
5, 0.003061, 0.071334
5, 0.002552, 0.072484
5, 0.002581, 0.067987
5, 0.003228, 0.116121
5, 0.004561, 0.071216
5, 0.002535, 0.069924
5, 0.003628, 0.069509
5, 0.002587, 0.072768
5, 0.002004, 0.071665
5, 0.003034, 0.076036
5, 0.002995, 0.071357
5, 0.003160, 0.071180
5, 0.003028, 0.069975
5, 0.004075, 0.071349
5, 0.003512, 0.072821
5, 0.002552, 0.071485
5, 0.004129, 0.071625
5, 0.002090, 0.072832
5, 0.003007, 0.074435
5, 0.002550, 0.069771
5, 0.003995, 0.069857
5, 0.003035, 0.071524
5, 0.001988, 0.068899
5, 0.002555, 0.072218
5, 0.003221, 0.072414
5, 0.002018, 0.071099
5, 0.003292, 0.069035
5, 0.003131, 0.075744
5, 0.003062, 0.072654
5, 0.003107, 0.070779
5, 0.003414, 0.072161
5, 0.003153, 0.071666
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.003585, 0.070542
5, 0.003128, 0.069731
5, 0.003987, 0.069539
5, 0.003218, 0.072352
5, 0.002322, 0.072180
5, 0.003043, 0.070904
5, 0.003137, 0.071792
5, 0.002020, 0.071223
5, 0.005075, 0.073483
5, 0.003521, 0.073536
5, 0.003027, 0.070316
5, 0.004130, 0.071590
5, 0.003379, 0.070489
5, 0.003612, 0.075025
5, 0.004171, 0.069497
5, 0.003129, 0.073833
5, 0.004171, 0.072342
5, 0.003097, 0.072965
5, 0.002534, 0.073308
5, 0.002546, 0.071577
5, 0.003000, 0.075046
5, 0.004029, 0.068874
5, 0.005202, 0.072212
5, 0.003051, 0.068981
5, 0.003630, 0.071586
5, 0.003359, 0.073973
5, 0.004620, 0.073497
5, 0.003256, 0.073659
5, 0.004569, 0.069275
5, 0.003539, 0.072010
5, 0.003614, 0.075655
5, 0.004049, 0.070167
5, 0.003536, 0.069842
5, 0.003636, 0.071219
5, 0.003107, 0.069344
5, 0.003113, 0.069853
5, 0.004115, 0.072017
5, 0.002045, 0.071153
5, 0.004010, 0.070181
5, 0.003050, 0.074306
5, 0.004177, 0.071314
5, 0.004594, 0.088633
5, 0.004039, 0.071700
5, 0.002223, 0.069737
5, 0.003210, 0.076188
5, 0.003073, 0.073606
5, 0.004151, 0.071181
5, 0.003524, 0.074085
5, 0.004172, 0.072208
5, 0.003565, 0.074955
5, 0.003042, 0.071492
5, 0.003633, 0.074569
5, 0.003100, 0.071963
5, 0.004556, 0.069461
5, 0.003231, 0.073526
5, 0.004183, 0.072240
5, 0.003093, 0.070526
5, 0.003144, 0.072984
5, 0.003101, 0.071196
5, 0.004093, 0.070462
5, 0.003037, 0.074423
5, 0.004422, 0.073979
5, 0.003165, 0.073715
5, 0.003088, 0.072013
5, 0.002772, 0.070425
5, 0.004184, 0.070872
5, 0.004173, 0.070740
5, 0.003095, 0.070775
5, 0.003129, 0.070018
5, 0.002001, 0.066854
5, 0.004118, 0.069507
5, 0.004016, 0.071714
5, 0.004154, 0.069709
5, 0.003613, 0.071291
5, 0.004213, 0.069633
5, 0.002046, 0.071431
5, 0.003558, 0.068865
5, 0.004257, 0.072454
5, 0.003042, 0.072951
5, 0.003002, 0.071815
5, 0.004228, 0.070595
5, 0.004162, 0.071275
5, 0.004031, 0.071877
5, 0.003108, 0.070899
5, 0.004515, 0.069842
5, 0.004101, 0.069932
5, 0.004081, 0.071034
5, 0.003122, 0.070626
5, 0.005139, 0.069238
5, 0.004003, 0.073680
5, 0.002069, 0.069961
5, 0.003093, 0.071223
5, 0.004058, 0.074975
5, 0.003041, 0.070829
5, 0.003290, 0.068532
5, 0.003000, 0.071209
5, 0.003191, 0.071121
5, 0.002090, 0.070663
5, 0.002084, 0.074067
5, 0.003506, 0.074928
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.004922, 0.073147
5, 0.003618, 0.075790
5, 0.003864, 0.074568
5, 0.003180, 0.073442
5, 0.002573, 0.080431
5, 0.004125, 0.084765
5, 0.003000, 0.081785
5, 0.003411, 0.081264
5, 0.003585, 0.075416
5, 0.003068, 0.071692
5, 0.002062, 0.072813
5, 0.003126, 0.074883
5, 0.003113, 0.075229
5, 0.004039, 0.074844
5, 0.003114, 0.075162
5, 0.003072, 0.072626
5, 0.002095, 0.074215
5, 0.004341, 0.073735
5, 0.002081, 0.079722
5, 0.005015, 0.083825
5, 0.003132, 0.072800
5, 0.003262, 0.070825
5, 0.003048, 0.072406
5, 0.004853, 0.070790
5, 0.003642, 0.071254
5, 0.003537, 0.072942
5, 0.003095, 0.070477
5, 0.003215, 0.074404
5, 0.002584, 0.075659
5, 0.003316, 0.072400
5, 0.004213, 0.073414
5, 0.002041, 0.077044
5, 0.002559, 0.071515
5, 0.002554, 0.075187
5, 0.003565, 0.072255
5, 0.004614, 0.071538
5, 0.002408, 0.073564
5, 0.003148, 0.076695
5, 0.003058, 0.075367
5, 0.003572, 0.071582
5, 0.003183, 0.071872
5, 0.004578, 0.073334
5, 0.002290, 0.073592
5, 0.003187, 0.077625
5, 0.003620, 0.074893
5, 0.002030, 0.074065
5, 0.003146, 0.074285
5, 0.003056, 0.077901
5, 0.003360, 0.074225
5, 0.003107, 0.072434
5, 0.003209, 0.073917
5, 0.003205, 0.077926
5, 0.002017, 0.072489
5, 0.003653, 0.072586
5, 0.002636, 0.073020
5, 0.003249, 0.074586
5, 0.003157, 0.075227
5, 0.002515, 0.075305
5, 0.004101, 0.074475
5, 0.003073, 0.075848
5, 0.002777, 0.073461
5, 0.003613, 0.075926
5, 0.002545, 0.074811
5, 0.002066, 0.076674
5, 0.002989, 0.075872
5, 0.004786, 0.075994
5, 0.002052, 0.076570
5, 0.003306, 0.074754
5, 0.003099, 0.074117
5, 0.003218, 0.073152
5, 0.003169, 0.074420
5, 0.003765, 0.074485
5, 0.002072, 0.077912
5, 0.002594, 0.073848
5, 0.004050, 0.072413
5, 0.002080, 0.075565
5, 0.003681, 0.073561
5, 0.003083, 0.076030
5, 0.003624, 0.099252
5, 0.004743, 0.089973
5, 0.003087, 0.078481
5, 0.003032, 0.074682
5, 0.002998, 0.075438
5, 0.003173, 0.080063
5, 0.003051, 0.091666
5, 0.003468, 0.089552
5, 0.004585, 0.092524
5, 0.003049, 0.091770
5, 0.004961, 0.078481
5, 0.002145, 0.076713
5, 0.003303, 0.076611
5, 0.003432, 0.073627
5, 0.003088, 0.076794
5, 0.003044, 0.076385
5, 0.002720, 0.075956
5, 0.003072, 0.073409
5, 0.003488, 0.072966
5, 0.003858, 0.076370
5, 0.004545, 0.073437
5, 0.003636, 0.078324
#n= 5, connectivity= 4, repetitions= 100
#n, time to compute arborescence, time for swapping in seconds
5, 0.008379, 0.162522
5, 0.004158, 0.110322
5, 0.005037, 0.106944
5, 0.003608, 0.104390
5, 0.004433, 0.109058
5, 0.004659, 0.106833
5, 0.004020, 0.099836
5, 0.004239, 0.095517
5, 0.006232, 0.089819
5, 0.004264, 0.085075
5, 0.008761, 0.081443
5, 0.004047, 0.083845
5, 0.003747, 0.077620
5, 0.005132, 0.082820
5, 0.004223, 0.085209
5, 0.002084, 0.078400
5, 0.004424, 0.081510
5, 0.003105, 0.087310
5, 0.003149, 0.082640
5, 0.003731, 0.079014
5, 0.003752, 0.069643
5, 0.002069, 0.070230
5, 0.004610, 0.073698
5, 0.004017, 0.072731
5, 0.004250, 0.071852
5, 0.003395, 0.074271
5, 0.002198, 0.067720
5, 0.003628, 0.085154
5, 0.003181, 0.079705
5, 0.005292, 0.076729
5, 0.003060, 0.083990
5, 0.003185, 0.075451
5, 0.004113, 0.079462
5, 0.004284, 0.077065
5, 0.003213, 0.082323
5, 0.003185, 0.076537
5, 0.004050, 0.080505
5, 0.003041, 0.072932
5, 0.003063, 0.081262
5, 0.003101, 0.072902
5, 0.003324, 0.080893
5, 0.002023, 0.077863
5, 0.003397, 0.082923
5, 0.003299, 0.075823
5, 0.003141, 0.076262
5, 0.004474, 0.077017
5, 0.002048, 0.081814
5, 0.003505, 0.074708
5, 0.003458, 0.075914
5, 0.003109, 0.070546
5, 0.005058, 0.070463
5, 0.003481, 0.071174
5, 0.002192, 0.068463
5, 0.003244, 0.074297
5, 0.003001, 0.076802
5, 0.003310, 0.081663
5, 0.004053, 0.068974
5, 0.003211, 0.076444
5, 0.002530, 0.072023
5, 0.003224, 0.074682
5, 0.002037, 0.072725
5, 0.002176, 0.077031
5, 0.004016, 0.075398
5, 0.002602, 0.075957
5, 0.003078, 0.089658
5, 0.004037, 0.088089
5, 0.003015, 0.072361
5, 0.003106, 0.078161
5, 0.005062, 0.067813
5, 0.003670, 0.068121
5, 0.003082, 0.072364
5, 0.003151, 0.071430
5, 0.008002, 0.199760
5, 0.007758, 0.169329
5, 0.004400, 0.074300
5, 0.004246, 0.080608
5, 0.003026, 0.076125
5, 0.003062, 0.072841
5, 0.003400, 0.076402
5, 0.002403, 0.075053
5, 0.004293, 0.075714
5, 0.004088, 0.071064
5, 0.003050, 0.077992
5, 0.002524, 0.074853
5, 0.003056, 0.079296
5, 0.004065, 0.079083
5, 0.004371, 0.071204
5, 0.003365, 0.070995
5, 0.002249, 0.078879
5, 0.003167, 0.072476
5, 0.003363, 0.079944
5, 0.002179, 0.079322
5, 0.003211, 0.080093
5, 0.003020, 0.074091
5, 0.002224, 0.080613
5, 0.002327, 0.072765
5, 0.005310, 0.075492
5, 0.003292, 0.077689
5, 0.004338, 0.077913
5, 0.002121, 0.079642
