run,graph,nodes,algorithm,runtime,total_run_runtime,median_stretch,success_rate,avg_depth,errors
0,rrg_n10_g7,10,Beacon Nodes,4.8625,36.6397,0.0,0.95,3.0,1
0,rrg_n10_g7,10,Global Controller,6.1409,67.3812,0.0,0.93,3.0,1
0,rrg_n10_g7,10,Simple Decomposition,4.6681,33.6492,0.0,0.96,3.0,1
0,rrg_n10_g8,10,PrioList,6.8059,39.0692,0.0,0.98,3.0,1
0,rrg_n10_g8,10,Super Trees,4.9391,31.8623,0.0,0.88,6.0,1
0,rrg_n10_g8,10,Beacon Nodes,5.6024,43.1882,0.0,0.97,3.0,1
0,rrg_n10_g8,10,Global Controller,5.2422,48.8542,0.0,0.85,3.0,1
0,rrg_n10_g8,10,Simple Decomposition,43.5998,85.2634,0.0,0.93,3.0,1
0,rrg_n10_g9,10,PrioList,4.5856,34.0536,0.0,0.91,3.5,1
0,rrg_n10_g9,10,Super Trees,4.8011,21.153,0.0,0.24,3.0,0
0,rrg_n10_g9,10,Beacon Nodes,6.4075,47.3471,0.0,0.94,3.5,1
0,rrg_n10_g9,10,Global Controller,5.5205,45.9859,0.0,0.92,3.5,1
0,rrg_n10_g9,10,Simple Decomposition,4.704,41.6687,0.0,0.92,3.5,1
0,rrg_n24_g0,24,PrioList,23.9513,133.2213,0.0,0.95,5.5,1
0,rrg_n24_g0,24,Super Trees,43.5188,122.8168,0.0,0.86,9.0,1
0,rrg_n24_g0,24,Beacon Nodes,27.7193,101.2959,0.0,0.93,5.5,1
0,rrg_n24_g0,24,Global Controller,22.1822,127.9268,0.0,0.85,5.5,1
0,rrg_n24_g0,24,Simple Decomposition,26.59,88.7656,0.0,0.97,5.5,1
0,rrg_n24_g1,24,PrioList,23.3107,87.0048,0.0,0.97,5.5,1
0,rrg_n24_g1,24,Super Trees,27.2421,92.5598,0.0,0.96,6.5,1
0,rrg_n24_g1,24,Beacon Nodes,23.1305,98.4095,0.0,0.86,5.5,1
0,rrg_n24_g1,24,Global Controller,24.332,93.5407,1.0,0.88,5.5,1
0,rrg_n24_g1,24,Simple Decomposition,22.2041,89.0979,0.0,0.95,5.5,1
0,rrg_n24_g2,24,PrioList,24.6819,86.0252,0.0,0.95,5.0,1
0,rrg_n24_g2,24,Super Trees,77.7958,134.8541,1.0,0.9,11.0,1
0,rrg_n24_g2,24,Beacon Nodes,22.6056,99.8299,0.0,0.92,5.0,1
0,rrg_n24_g2,24,Global Controller,26.1921,85.1755,0.0,0.85,5.0,1
0,rrg_n24_g2,24,Simple Decomposition,23.4548,85.7544,0.0,0.9,5.0,1
0,rrg_n24_g3,24,PrioList,24.3861,86.1652,0.0,0.92,5.0,1
0,rrg_n24_g3,24,Super Trees,21.6809,78.7748,0.0,0.94,5.5,1
0,rrg_n24_g3,24,Beacon Nodes,22.5592,83.7693,0.0,0.95,5.0,1
0,rrg_n24_g3,24,Global Controller,22.4363,83.0127,0.0,0.81,5.0,1
0,rrg_n24_g3,24,Simple Decomposition,24.1477,89.027,0.0,0.96,5.0,1
0,rrg_n24_g4,24,PrioList,23.2877,83.2463,0.0,0.92,5.5,1
0,rrg_n24_g4,24,Super Trees,23.1564,81.7507,0.0,0.98,4.0,1
0,rrg_n24_g4,24,Beacon Nodes,23.1991,85.789,0.0,0.98,5.5,1
0,rrg_n24_g4,24,Global Controller,23.8519,97.2847,0.0,0.85,5.5,1
0,rrg_n24_g4,24,Simple Decomposition,23.0879,84.5816,0.0,0.95,5.5,1
0,rrg_n24_g5,24,PrioList,30.2747,93.425,0.0,0.99,6.5,1
0,rrg_n24_g5,24,Super Trees,20.8186,80.7382,0.0,0.99,5.0,1
0,rrg_n24_g5,24,Beacon Nodes,25.1101,92.106,1.0,0.95,6.5,1
0,rrg_n24_g5,24,Global Controller,26.6495,91.9193,0.0,0.91,6.5,1
0,rrg_n24_g5,24,Simple Decomposition,21.5959,84.3032,0.0,0.99,6.5,1
0,rrg_n24_g6,24,PrioList,23.0092,86.1662,0.0,0.97,4.0,1
0,rrg_n24_g6,24,Super Trees,22.247,84.9592,0.0,0.96,5.0,1
0,rrg_n24_g6,24,Beacon Nodes,21.4766,87.8447,0.0,0.96,4.0,1
0,rrg_n24_g6,24,Global Controller,24.9477,94.4454,0.0,0.93,4.0,1
0,rrg_n24_g6,24,Simple Decomposition,22.3997,117.5295,0.0,0.95,4.0,1
0,rrg_n24_g7,24,PrioList,22.4353,83.4271,0.0,0.97,6.5,1
0,rrg_n24_g7,24,Super Trees,24.9045,86.5649,1.0,0.89,10.0,1
0,rrg_n24_g7,24,Beacon Nodes,23.5471,95.9044,0.0,0.89,6.5,1
0,rrg_n24_g7,24,Global Controller,24.3248,92.424,0.0,0.87,6.5,1
0,rrg_n24_g7,24,Simple Decomposition,24.345,91.4156,0.0,0.96,6.5,1
0,rrg_n24_g8,24,PrioList,24.7268,94.701,0.0,0.94,4.0,1
0,rrg_n24_g8,24,Super Trees,23.7281,86.5344,1.0,0.88,18.0,1
0,rrg_n24_g8,24,Beacon Nodes,22.4206,94.0036,0.0,0.92,4.0,1
0,rrg_n24_g8,24,Global Controller,24.8382,93.3769,0.0,0.84,4.0,1
0,rrg_n24_g8,24,Simple Decomposition,23.3234,98.0754,0.0,0.93,4.0,1
0,rrg_n24_g9,24,PrioList,25.5625,110.0196,0.0,0.99,4.0,1
0,rrg_n24_g9,24,Super Trees,24.8596,92.5879,0.0,0.96,6.0,1
0,rrg_n24_g9,24,Beacon Nodes,32.2122,112.0619,0.0,0.95,4.0,1
0,rrg_n24_g9,24,Global Controller,32.3647,116.15,0.0,0.92,4.0,1
0,rrg_n24_g9,24,Simple Decomposition,24.8494,94.7522,0.0,0.95,4.0,1
0,rrg_n50_g0,50,PrioList,90.1399,217.9411,1.0,0.98,8.0,1
0,rrg_n50_g0,50,Super Trees,87.5072,220.3789,1.0,0.98,6.0,1
0,rrg_n50_g0,50,Beacon Nodes,85.5769,216.7472,1.0,0.93,8.0,1
0,rrg_n50_g0,50,Global Controller,150.3628,285.9459,1.0,0.92,8.0,1
0,rrg_n50_g0,50,Simple Decomposition,94.1089,237.3351,1.0,0.99,8.0,1
0,rrg_n50_g1,50,PrioList,85.4614,211.5099,1.0,0.97,10.5,1
0,rrg_n50_g1,50,Super Trees,86.4508,211.7572,1.0,0.93,15.0,1
0,rrg_n50_g1,50,Beacon Nodes,85.6347,223.6089,0.0,0.97,10.5,1
0,rrg_n50_g1,50,Global Controller,94.3215,222.6252,1.0,0.89,10.5,1
0,rrg_n50_g1,50,Simple Decomposition,126.8957,274.881,0.0,0.97,10.5,1
0,rrg_n50_g2,50,PrioList,91.2828,219.7764,1.0,0.98,9.5,1
0,rrg_n50_g2,50,Super Trees,94.6712,222.4078,0.0,0.99,13.0,1
0,rrg_n50_g2,50,Beacon Nodes,88.1291,243.8164,0.0,0.96,9.5,1
0,rrg_n50_g2,50,Global Controller,97.8742,226.4653,1.0,0.9,9.5,1
0,rrg_n50_g2,50,Simple Decomposition,86.7144,213.1752,1.0,0.98,9.5,1
0,rrg_n50_g3,50,PrioList,90.5217,218.3837,0.0,0.95,10.0,1
0,rrg_n50_g3,50,Super Trees,91.6216,219.3441,2.0,0.83,17.0,1
0,rrg_n50_g3,50,Beacon Nodes,145.8773,274.7523,1.0,0.94,10.0,1
0,rrg_n50_g3,50,Global Controller,93.12,218.1277,1.0,0.81,10.0,1
0,rrg_n50_g3,50,Simple Decomposition,92.5259,232.8823,0.5,0.92,10.0,1
0,rrg_n50_g4,50,PrioList,81.8451,216.4867,1.0,0.98,7.0,1
0,rrg_n50_g4,50,Super Trees,86.6712,211.8813,0.0,0.97,7.5,1
0,rrg_n50_g4,50,Beacon Nodes,86.2445,225.7419,1.0,0.88,7.0,1
0,rrg_n50_g4,50,Global Controller,89.3544,223.0272,0.0,0.91,7.0,1
0,rrg_n50_g4,50,Simple Decomposition,81.8751,214.3007,0.0,0.97,7.0,1
0,rrg_n50_g5,50,PrioList,86.9189,221.6409,0.0,0.97,6.5,1
0,rrg_n50_g5,50,Super Trees,88.1164,211.2675,1.0,0.89,12.0,1
0,rrg_n50_g5,50,Beacon Nodes,88.3928,245.2859,1.0,0.96,6.5,1
0,rrg_n50_g5,50,Global Controller,101.9993,238.1367,0.0,0.91,6.5,1
0,rrg_n50_g5,50,Simple Decomposition,91.9678,220.2249,0.0,0.96,6.5,1
0,rrg_n50_g6,50,PrioList,139.1155,356.8535,1.0,0.94,7.5,1
0,rrg_n50_g6,50,Super Trees,243.5938,448.6871,1.0,0.86,21.0,1
0,rrg_n50_g6,50,Beacon Nodes,143.2813,306.2171,1.0,0.93,7.5,1
0,rrg_n50_g6,50,Global Controller,109.1221,258.8669,1.0,0.92,7.5,1
0,rrg_n50_g6,50,Simple Decomposition,90.8801,229.4261,1.0,0.97,7.5,1
0,rrg_n50_g7,50,PrioList,116.7797,281.1831,0.0,0.97,6.0,1
0,rrg_n50_g7,50,Super Trees,90.5161,220.4057,0.0,0.98,7.5,1
0,rrg_n50_g7,50,Beacon Nodes,90.3008,256.4191,1.0,0.96,6.0,1
0,rrg_n50_g7,50,Global Controller,145.182,305.8265,1.0,0.85,6.0,1
0,rrg_n50_g7,50,Simple Decomposition,124.673,284.1783,1.0,0.91,6.0,1
0,rrg_n50_g8,50,PrioList,98.676,242.0471,0.0,0.98,11.0,1
0,rrg_n50_g8,50,Super Trees,107.0883,239.6084,2.0,0.91,17.0,1
0,rrg_n50_g8,50,Beacon Nodes,111.4211,271.8087,1.0,0.92,11.0,1
0,rrg_n50_g8,50,Global Controller,110.2257,262.7267,0.0,0.87,11.0,1
0,rrg_n50_g8,50,Simple Decomposition,84.4346,219.7272,0.0,0.99,11.0,1
0,rrg_n50_g9,50,PrioList,164.4665,293.6624,0.0,0.95,8.0,1
0,rrg_n50_g9,50,Super Trees,87.4214,214.1048,1.0,0.95,15.0,1
0,rrg_n50_g9,50,Beacon Nodes,90.8568,240.427,1.0,0.95,8.0,1
0,rrg_n50_g9,50,Global Controller,106.5068,294.4833,1.0,0.84,8.0,1
0,rrg_n50_g9,50,Simple Decomposition,92.875,280.425,1.0,0.98,8.0,1
0,rrg_n80_g0,80,PrioList,213.8528,424.6665,1.0,0.99,11.5,1
0,rrg_n80_g0,80,Super Trees,215.1022,417.8862,1.0,0.96,12.0,1
0,rrg_n80_g0,80,Beacon Nodes,272.5797,498.2329,1.0,0.97,11.5,1
0,rrg_n80_g0,80,Global Controller,202.4413,407.9712,1.0,0.9,11.5,1
0,rrg_n80_g0,80,Simple Decomposition,210.8012,416.1294,1.0,0.96,11.5,1
0,rrg_n80_g1,80,PrioList,197.1987,397.0369,1.0,0.98,7.5,1
0,rrg_n80_g1,80,Super Trees,207.9337,477.591,2.0,0.96,11.5,1
0,rrg_n80_g1,80,Beacon Nodes,202.2818,415.2618,1.0,0.96,7.5,1
0,rrg_n80_g1,80,Global Controller,216.4318,426.1236,1.0,0.84,7.5,1
0,rrg_n80_g1,80,Simple Decomposition,199.3148,409.06,1.0,1.0,7.5,1
0,rrg_n80_g2,80,PrioList,205.826,470.0667,1.0,0.97,11.0,1
0,rrg_n80_g2,80,Super Trees,208.8029,418.0406,1.0,0.96,11.0,1
0,rrg_n80_g2,80,Beacon Nodes,202.2814,432.8682,1.0,0.98,11.0,1
0,rrg_n80_g2,80,Global Controller,219.4639,447.9268,1.0,0.89,11.0,1
0,rrg_n80_g2,80,Simple Decomposition,395.571,623.5424,1.0,0.95,11.0,1
0,rrg_n80_g3,80,PrioList,215.8196,428.0026,1.0,0.98,7.0,1
0,rrg_n80_g3,80,Super Trees,210.8913,437.2493,2.0,0.92,22.0,1
0,rrg_n80_g3,80,Beacon Nodes,212.543,454.8531,1.0,0.97,7.0,1
0,rrg_n80_g3,80,Global Controller,274.0248,490.9319,1.0,0.86,7.0,1
0,rrg_n80_g3,80,Simple Decomposition,204.6918,420.8159,1.0,0.97,7.0,1
0,rrg_n80_g4,80,PrioList,249.6137,453.9578,0.0,0.94,11.0,1
0,rrg_n80_g4,80,Super Trees,213.1625,419.7552,1.0,0.89,22.0,1
0,rrg_n80_g4,80,Beacon Nodes,260.2897,486.0661,2.0,0.95,11.0,1
0,rrg_n80_g4,80,Global Controller,216.48,433.6413,1.0,0.96,11.0,1
0,rrg_n80_g4,80,Simple Decomposition,206.9321,417.2083,0.0,0.97,11.0,1
0,rrg_n80_g5,80,PrioList,205.7164,412.7573,2.0,0.93,11.0,1
0,rrg_n80_g5,80,Super Trees,260.5169,464.6104,2.0,0.96,17.0,1
0,rrg_n80_g5,80,Beacon Nodes,203.7368,427.1513,0.0,0.94,11.0,1
0,rrg_n80_g5,80,Global Controller,230.1186,433.7796,1.0,0.91,11.0,1
0,rrg_n80_g5,80,Simple Decomposition,205.8013,417.4968,0.5,0.96,11.0,1
0,rrg_n80_g6,80,PrioList,266.225,471.8317,1.0,0.99,10.5,1
0,rrg_n80_g6,80,Super Trees,211.4982,415.2405,1.0,0.97,12.5,1
0,rrg_n80_g6,80,Beacon Nodes,213.9789,445.6072,0.0,0.98,10.5,1
0,rrg_n80_g6,80,Global Controller,212.7113,430.2148,0.0,0.89,10.5,1
0,rrg_n80_g6,80,Simple Decomposition,291.2059,506.1009,2.0,0.92,10.5,1
0,rrg_n80_g7,80,PrioList,213.3912,436.0156,1.0,0.97,14.0,1
0,rrg_n80_g7,80,Super Trees,210.6256,419.858,1.0,0.95,11.5,1
0,rrg_n80_g7,80,Beacon Nodes,205.3305,429.0612,1.0,0.97,14.0,1
0,rrg_n80_g7,80,Global Controller,267.4378,480.2875,1.0,0.94,14.0,1
0,rrg_n80_g7,80,Simple Decomposition,197.2273,401.2314,1.0,0.97,14.0,1
0,rrg_n80_g8,80,PrioList,205.526,417.0924,1.0,0.94,10.5,1
0,rrg_n80_g8,80,Super Trees,212.9519,418.7397,2.0,0.97,12.0,1
0,rrg_n80_g8,80,Beacon Nodes,276.7401,501.7882,0.0,0.94,10.5,1
0,rrg_n80_g8,80,Global Controller,209.2036,416.6647,1.0,0.88,10.5,1
0,rrg_n80_g8,80,Simple Decomposition,207.3294,413.7062,1.0,0.97,10.5,1
0,rrg_n80_g9,80,PrioList,218.7352,438.2064,1.0,0.95,6.5,1
0,rrg_n80_g9,80,Super Trees,270.297,471.4011,3.0,0.93,13.0,1
0,rrg_n80_g9,80,Beacon Nodes,198.4263,416.7309,0.0,0.97,6.5,1
0,rrg_n80_g9,80,Global Controller,209.1099,423.3932,0.0,0.94,6.5,1
0,rrg_n80_g9,80,Simple Decomposition,208.492,417.3443,1.0,0.97,6.5,1
0,rrg_n100_g0,100,PrioList,378.6739,641.291,1.0,1.0,10.0,1
0,rrg_n100_g0,100,Super Trees,319.8947,574.0809,1.0,0.99,17.5,1
0,rrg_n100_g0,100,Beacon Nodes,323.4262,598.6422,1.0,0.97,10.0,1
0,rrg_n100_g0,100,Global Controller,360.3612,613.1636,2.0,0.87,10.0,1
0,rrg_n100_g0,100,Simple Decomposition,319.5606,656.444,1.0,0.98,10.0,1
0,rrg_n100_g1,100,PrioList,317.9985,584.5993,2.0,0.95,11.0,1
0,rrg_n100_g1,100,Super Trees,360.8595,720.6001,1.0,0.96,18.0,1
0,rrg_n100_g1,100,Beacon Nodes,323.6522,598.4078,1.0,0.99,11.0,1
0,rrg_n100_g1,100,Global Controller,329.1395,587.811,1.0,0.91,11.0,1
0,rrg_n100_g1,100,Simple Decomposition,381.7696,646.7515,1.0,0.97,11.0,1
0,rrg_n100_g2,100,PrioList,309.4936,554.2546,1.0,0.97,10.0,1
0,rrg_n100_g2,100,Super Trees,333.0443,605.9719,2.0,0.94,14.0,1
0,rrg_n100_g2,100,Beacon Nodes,316.2238,597.3237,1.0,0.99,10.0,1
0,rrg_n100_g2,100,Global Controller,389.5804,640.2781,0.0,0.84,10.0,1
0,rrg_n100_g2,100,Simple Decomposition,305.4021,570.8787,1.0,0.94,10.0,1
0,rrg_n100_g3,100,PrioList,334.9248,597.8999,1.0,0.95,12.5,1
0,rrg_n100_g3,100,Super Trees,341.2375,605.1585,2.0,0.97,11.0,1
0,rrg_n100_g3,100,Beacon Nodes,320.7258,665.748,1.0,0.98,12.5,1
0,rrg_n100_g3,100,Global Controller,332.6346,591.409,1.5,0.9,12.5,1
0,rrg_n100_g3,100,Simple Decomposition,324.7107,581.9361,1.0,0.98,12.5,1
0,rrg_n100_g4,100,PrioList,330.4605,596.7004,1.0,0.97,12.5,1
0,rrg_n100_g4,100,Super Trees,383.344,699.199,3.0,0.92,24.0,1
0,rrg_n100_g4,100,Beacon Nodes,430.2645,741.8763,2.0,0.98,12.5,1
0,rrg_n100_g4,100,Global Controller,361.2418,642.7752,1.0,0.94,12.5,1
0,rrg_n100_g4,100,Simple Decomposition,312.0104,598.2508,1.0,0.97,12.5,1
0,rrg_n100_g5,100,PrioList,361.1936,626.961,1.0,0.97,10.5,1
0,rrg_n100_g5,100,Super Trees,380.7443,639.8434,2.0,0.95,13.0,1
0,rrg_n100_g5,100,Beacon Nodes,344.3021,626.0163,1.0,0.98,10.5,1
0,rrg_n100_g5,100,Global Controller,352.7482,620.7624,1.0,0.92,10.5,1
0,rrg_n100_g5,100,Simple Decomposition,319.3178,573.8277,1.0,0.99,10.5,1
0,rrg_n100_g6,100,PrioList,316.2442,626.4603,1.0,0.96,9.5,1
0,rrg_n100_g6,100,Super Trees,318.0262,566.1218,1.0,0.97,11.5,1
0,rrg_n100_g6,100,Beacon Nodes,320.4347,591.0161,1.0,0.97,9.5,1
0,rrg_n100_g6,100,Global Controller,334.6765,597.2494,2.0,0.9,9.5,1
0,rrg_n100_g6,100,Simple Decomposition,312.2869,569.8384,1.0,0.97,9.5,1
0,rrg_n100_g7,100,PrioList,384.579,644.5946,1.0,0.96,8.5,1
0,rrg_n100_g7,100,Super Trees,315.9378,578.7485,1.0,0.98,13.5,1
0,rrg_n100_g7,100,Beacon Nodes,323.9438,594.506,1.0,0.95,8.5,1
0,rrg_n100_g7,100,Global Controller,339.9451,612.5504,1.0,0.93,8.5,1
0,rrg_n100_g7,100,Simple Decomposition,407.5471,673.7868,1.5,0.94,8.5,1
0,rrg_n100_g8,100,PrioList,315.9781,575.0342,1.0,0.97,14.5,1
0,rrg_n100_g8,100,Super Trees,318.2654,583.8785,1.0,0.97,9.5,1
0,rrg_n100_g8,100,Beacon Nodes,324.6667,654.8327,2.0,0.98,14.5,1
0,rrg_n100_g8,100,Global Controller,419.6712,702.1933,1.0,0.93,14.5,1
0,rrg_n100_g8,100,Simple Decomposition,320.2583,573.6969,1.0,0.98,14.5,1
0,rrg_n100_g9,100,PrioList,312.7749,565.2929,1.0,0.98,10.0,1
0,rrg_n100_g9,100,Super Trees,317.7713,584.0997,2.0,0.92,20.0,1
0,rrg_n100_g9,100,Beacon Nodes,317.17,660.683,2.0,0.97,10.0,1
0,rrg_n100_g9,100,Global Controller,345.5004,604.6622,1.0,0.9,10.0,1
0,rrg_n100_g9,100,Simple Decomposition,311.7746,568.9418,0.0,0.95,10.0,1
0,rrg_n200_g0,200,PrioList,1305.4401,1899.6004,2.0,0.96,16.5,1
0,rrg_n200_g0,200,Super Trees,1351.2089,1933.0985,4.0,0.93,25.0,1
0,rrg_n200_g0,200,Beacon Nodes,1365.8198,1949.0767,1.0,0.99,16.5,1
0,rrg_n200_g0,200,Global Controller,1430.005,1998.7715,2.0,0.85,16.5,1
0,rrg_n200_g0,200,Simple Decomposition,1411.8726,1981.7816,2.0,0.95,16.5,1
0,rrg_n200_g1,200,PrioList,1409.6436,1993.7382,3.0,1.0,21.5,1
0,rrg_n200_g1,200,Super Trees,1324.8873,1992.618,2.0,0.99,16.0,1
0,rrg_n200_g1,200,Beacon Nodes,1363.8563,2022.6241,2.0,0.92,21.5,1
0,rrg_n200_g1,200,Global Controller,1517.9958,2112.4885,3.0,0.88,21.5,1
0,rrg_n200_g1,200,Simple Decomposition,1370.1922,1982.8525,1.0,0.97,21.5,1
0,rrg_n200_g2,200,PrioList,1492.269,2111.1202,2.0,1.0,16.5,1
0,rrg_n200_g2,200,Super Trees,1491.3786,2151.6208,3.0,0.98,21.0,1
0,rrg_n200_g2,200,Beacon Nodes,1461.0351,2132.4416,2.0,0.98,16.5,1
0,rrg_n200_g2,200,Global Controller,1444.8663,2062.2593,3.0,0.86,16.5,1
0,rrg_n200_g2,200,Simple Decomposition,1420.923,2143.0475,2.0,0.97,16.5,1
0,rrg_n200_g3,200,PrioList,1465.8577,2118.609,2.0,0.96,20.5,1
0,rrg_n200_g3,200,Super Trees,1517.4837,2149.4193,1.0,0.98,19.0,1
0,rrg_n200_g3,200,Beacon Nodes,1541.412,2263.5155,1.0,0.99,20.5,1
0,rrg_n200_g3,200,Global Controller,1614.1649,2273.0749,3.0,0.91,20.5,1
0,rrg_n200_g3,200,Simple Decomposition,1565.9902,2250.5628,2.0,0.99,20.5,1
0,rrg_n200_g4,200,PrioList,1474.4333,2211.6164,2.0,0.94,18.5,1
0,rrg_n200_g4,200,Super Trees,1516.0917,2209.9845,2.0,0.97,12.5,1
0,rrg_n200_g4,200,Beacon Nodes,1494.0614,2307.5991,3.0,0.98,18.5,1
0,rrg_n200_g4,200,Global Controller,1541.2878,2193.8565,2.0,0.91,18.5,1
0,rrg_n200_g4,200,Simple Decomposition,1588.6334,2281.9436,2.0,0.99,18.5,1
0,rrg_n200_g5,200,PrioList,1592.3979,2277.4966,1.0,1.0,13.5,1
0,rrg_n200_g5,200,Super Trees,1618.0784,2314.4217,2.0,0.97,16.0,1
0,rrg_n200_g5,200,Beacon Nodes,1567.848,2347.6855,2.0,0.97,13.5,1
0,rrg_n200_g5,200,Global Controller,1668.0229,2356.1828,2.0,0.93,13.5,1
0,rrg_n200_g5,200,Simple Decomposition,1537.711,2245.033,2.0,0.95,13.5,1
0,rrg_n200_g6,200,PrioList,1578.4932,2307.0135,3.0,0.96,21.0,1
0,rrg_n200_g6,200,Super Trees,1640.7071,2376.1158,1.0,0.95,18.5,1
0,rrg_n200_g6,200,Beacon Nodes,1597.4728,2338.8736,2.0,0.95,21.0,1
0,rrg_n200_g6,200,Global Controller,1579.6178,2223.8509,1.0,0.91,21.0,1
0,rrg_n200_g6,200,Simple Decomposition,1511.8325,2206.9296,1.0,0.95,21.0,1
0,rrg_n200_g7,200,PrioList,1589.4307,2302.3828,2.0,0.94,13.0,1
0,rrg_n200_g7,200,Super Trees,1580.6042,2276.9225,2.0,0.98,27.5,1
0,rrg_n200_g7,200,Beacon Nodes,1563.0849,2306.6988,2.0,0.96,13.0,1
0,rrg_n200_g7,200,Global Controller,1625.1773,2310.9003,2.0,0.91,13.0,1
0,rrg_n200_g7,200,Simple Decomposition,1630.6894,2340.7124,1.0,0.95,13.0,1
0,rrg_n200_g8,200,PrioList,1640.038,2339.7492,2.0,0.96,21.5,1
0,rrg_n200_g8,200,Super Trees,1619.9254,2360.0192,3.0,0.96,19.5,1
0,rrg_n200_g8,200,Beacon Nodes,1588.7458,2355.876,2.0,1.0,21.5,1
0,rrg_n200_g8,200,Global Controller,1670.3378,2376.954,4.0,0.89,21.5,1
0,rrg_n200_g8,200,Simple Decomposition,1608.5938,2320.4457,2.0,0.98,21.5,1
0,rrg_n200_g9,200,PrioList,1482.7548,2167.5639,1.0,0.96,14.0,1
0,rrg_n200_g9,200,Super Trees,1578.6904,2237.3494,2.0,0.96,19.0,1
0,rrg_n200_g9,200,Beacon Nodes,1474.3379,2200.7545,2.0,0.97,14.0,1
0,rrg_n200_g9,200,Global Controller,1513.1809,2216.0487,2.0,0.87,14.0,1
0,rrg_n200_g9,200,Simple Decomposition,1479.2619,2159.8091,2.0,0.98,14.0,1
0,rrg_n500_g0,500,PrioList,11080.2993,13413.8249,3.0,0.98,25.0,1
0,rrg_n500_g0,500,Super Trees,11356.4329,13507.514,2.0,0.97,28.0,1
0,rrg_n500_g0,500,Beacon Nodes,10727.5188,13150.96,3.0,0.97,25.0,1
0,rrg_n500_g0,500,Global Controller,10818.6193,12865.9274,4.0,0.92,25.0,1
0,rrg_n500_g0,500,Simple Decomposition,10814.6797,13169.475,2.0,0.97,25.0,1
0,rrg_n500_g1,500,PrioList,10901.7397,13566.1144,3.0,0.97,27.0,1
0,rrg_n500_g1,500,Super Trees,10907.8997,13389.5498,3.0,0.97,30.0,1
0,rrg_n500_g1,500,Beacon Nodes,10688.6749,13193.4796,2.0,0.97,27.0,1
