run,graph,nodes,algorithm,runtime,total_run_runtime,median_stretch,success_rate,avg_depth,errors
0,rrg_n10_g7,10,Super Trees,14.1638,71.203,0.0,1.0,7.0,1
0,rrg_n10_g7,10,Beacon Nodes,11.2848,65.2465,0.0,1.0,3.67,0
0,rrg_n10_g7,10,Global Controller,10.9866,70.0117,0.0,1.0,3.67,0
0,rrg_n10_g7,10,Simple Decomposition,10.9246,68.2334,0.0,1.0,3.67,0
0,rrg_n10_g8,10,PrioList,11.8932,69.5449,0.0,1.0,3.5,1
0,rrg_n10_g8,10,Super Trees,11.3351,63.0676,0.0,1.0,3.5,1
0,rrg_n10_g8,10,Beacon Nodes,9.4114,64.3531,0.0,1.0,3.5,1
0,rrg_n10_g8,10,Global Controller,9.212,61.2079,0.0,1.0,3.5,1
0,rrg_n10_g8,10,Simple Decomposition,6.8315,60.0214,0.0,1.0,3.5,1
0,rrg_n10_g9,10,PrioList,6.694,58.8428,0.0,1.0,4.0,1
0,rrg_n10_g9,10,Super Trees,9.5306,55.2829,0.0,0.99,6.0,1
0,rrg_n10_g9,10,Beacon Nodes,9.5527,63.6497,0.0,1.0,4.0,1
0,rrg_n10_g9,10,Global Controller,10.9191,60.9229,0.0,1.0,4.0,1
0,rrg_n10_g9,10,Simple Decomposition,9.8821,61.9252,0.0,1.0,4.0,1
0,rrg_n24_g0,24,PrioList,44.6205,172.7937,0.0,1.0,6.0,1
0,rrg_n24_g0,24,Super Trees,46.2785,167.8787,0.0,1.0,6.0,1
0,rrg_n24_g0,24,Beacon Nodes,56.6188,237.1934,0.0,1.0,6.0,1
0,rrg_n24_g0,24,Global Controller,50.0311,190.0852,0.0,1.0,6.0,1
0,rrg_n24_g0,24,Simple Decomposition,63.4888,164.5361,0.0,0.99,6.0,1
0,rrg_n24_g1,24,PrioList,39.3785,182.517,0.0,1.0,4.5,1
0,rrg_n24_g1,24,Super Trees,48.8475,175.055,0.0,1.0,10.0,1
0,rrg_n24_g1,24,Beacon Nodes,50.0566,182.7984,0.0,1.0,4.5,1
0,rrg_n24_g1,24,Global Controller,50.0578,177.7444,0.0,1.0,4.5,1
0,rrg_n24_g1,24,Simple Decomposition,50.8908,167.8442,0.0,1.0,4.5,1
0,rrg_n24_g2,24,PrioList,55.0356,167.3094,0.0,1.0,6.0,1
0,rrg_n24_g2,24,Super Trees,38.2215,196.5429,0.0,0.99,19.0,1
0,rrg_n24_g2,24,Beacon Nodes,55.7644,181.76,0.0,1.0,6.0,1
0,rrg_n24_g2,24,Global Controller,42.8889,182.3014,0.0,1.0,6.0,1
0,rrg_n24_g2,24,Simple Decomposition,50.5397,182.3988,0.0,1.0,6.0,1
0,rrg_n24_g3,24,PrioList,55.706,166.7249,0.0,1.0,4.5,1
0,rrg_n24_g3,24,Super Trees,43.7402,151.8996,1.0,1.0,11.0,1
0,rrg_n24_g3,24,Beacon Nodes,40.2082,173.5458,0.0,1.0,4.5,1
0,rrg_n24_g3,24,Global Controller,36.7719,159.8972,0.0,1.0,4.5,1
0,rrg_n24_g3,24,Simple Decomposition,43.701,162.784,0.0,1.0,4.5,1
0,rrg_n24_g4,24,PrioList,42.8994,152.3618,0.0,1.0,5.0,1
0,rrg_n24_g4,24,Super Trees,37.9184,150.1605,0.0,1.0,6.5,1
0,rrg_n24_g4,24,Beacon Nodes,45.3946,207.6221,0.0,0.99,5.0,1
0,rrg_n24_g4,24,Global Controller,41.993,193.963,0.0,1.0,5.0,1
0,rrg_n24_g4,24,Simple Decomposition,45.7564,153.3388,0.0,1.0,5.0,1
0,rrg_n24_g5,24,PrioList,48.7233,189.3508,0.0,1.0,6.0,1
0,rrg_n24_g5,24,Super Trees,42.8841,147.5981,0.0,1.0,6.0,1
0,rrg_n24_g5,24,Beacon Nodes,35.7336,157.4432,0.0,0.99,6.0,1
0,rrg_n24_g5,24,Global Controller,50.9005,170.9878,0.0,1.0,6.0,1
0,rrg_n24_g5,24,Simple Decomposition,63.2211,194.6733,0.0,1.0,6.0,1
0,rrg_n24_g6,24,PrioList,37.1948,142.2651,0.0,1.0,6.0,1
0,rrg_n24_g6,24,Super Trees,41.1873,146.3871,0.0,1.0,6.5,1
0,rrg_n24_g6,24,Beacon Nodes,38.0715,149.455,0.0,0.99,6.0,1
0,rrg_n24_g6,24,Global Controller,48.8654,160.3717,0.0,1.0,6.0,1
0,rrg_n24_g6,24,Simple Decomposition,37.1134,140.1735,0.0,1.0,6.0,1
0,rrg_n24_g7,24,PrioList,39.2824,138.7904,0.0,1.0,5.0,1
0,rrg_n24_g7,24,Super Trees,39.5324,141.4697,0.0,1.0,11.0,1
0,rrg_n24_g7,24,Beacon Nodes,40.394,162.2668,0.0,1.0,5.0,1
0,rrg_n24_g7,24,Global Controller,44.5201,175.9364,0.0,1.0,5.0,1
0,rrg_n24_g7,24,Simple Decomposition,38.7776,154.2428,0.0,0.99,5.0,1
0,rrg_n24_g8,24,PrioList,53.4625,170.8114,0.0,1.0,5.0,1
0,rrg_n24_g8,24,Super Trees,38.4833,144.772,0.0,1.0,9.0,1
0,rrg_n24_g8,24,Beacon Nodes,36.7791,146.1353,0.0,1.0,5.0,1
0,rrg_n24_g8,24,Global Controller,34.4299,136.9934,0.0,1.0,5.0,1
0,rrg_n24_g8,24,Simple Decomposition,43.9275,152.48,0.0,1.0,5.0,1
0,rrg_n24_g9,24,PrioList,36.7984,144.2782,0.0,1.0,5.5,1
0,rrg_n24_g9,24,Super Trees,39.6975,136.9067,0.0,1.0,10.0,1
0,rrg_n24_g9,24,Beacon Nodes,50.7718,274.5476,0.0,1.0,5.5,1
0,rrg_n24_g9,24,Global Controller,67.1981,197.1848,0.0,1.0,5.5,1
0,rrg_n24_g9,24,Simple Decomposition,40.3514,147.871,0.0,1.0,5.5,1
0,rrg_n50_g0,50,PrioList,165.534,365.5378,0.0,1.0,8.5,1
0,rrg_n50_g0,50,Super Trees,174.1081,369.1811,0.0,1.0,20.0,1
0,rrg_n50_g0,50,Beacon Nodes,153.6625,350.1972,0.0,1.0,8.5,1
0,rrg_n50_g0,50,Global Controller,139.2359,345.0147,0.0,0.99,8.5,1
0,rrg_n50_g0,50,Simple Decomposition,129.7131,345.5425,0.0,1.0,8.5,1
0,rrg_n50_g1,50,PrioList,163.6818,407.1297,0.0,1.0,10.5,1
0,rrg_n50_g1,50,Super Trees,152.9937,354.3386,0.0,1.0,17.0,1
0,rrg_n50_g1,50,Beacon Nodes,165.3568,411.377,0.0,1.0,10.5,1
0,rrg_n50_g1,50,Global Controller,144.0497,347.3942,0.0,1.0,10.5,1
0,rrg_n50_g1,50,Simple Decomposition,158.4153,348.4449,0.0,1.0,10.5,1
0,rrg_n50_g2,50,PrioList,132.7443,343.4948,0.0,1.0,11.0,1
0,rrg_n50_g2,50,Super Trees,290.6969,557.5321,0.0,1.0,9.0,1
0,rrg_n50_g2,50,Beacon Nodes,157.318,397.3809,0.0,1.0,11.0,1
0,rrg_n50_g2,50,Global Controller,189.6013,586.2573,0.0,1.0,11.0,1
0,rrg_n50_g2,50,Simple Decomposition,169.4288,382.4773,0.0,1.0,11.0,1
0,rrg_n50_g3,50,PrioList,160.4603,364.3477,0.0,1.0,7.0,1
0,rrg_n50_g3,50,Super Trees,151.4129,366.9539,1.0,1.0,17.0,1
0,rrg_n50_g3,50,Beacon Nodes,185.382,440.0336,0.0,1.0,7.0,1
0,rrg_n50_g3,50,Global Controller,193.8762,402.1161,0.0,1.0,7.0,1
0,rrg_n50_g3,50,Simple Decomposition,139.8101,317.2541,0.0,1.0,7.0,1
0,rrg_n50_g4,50,PrioList,164.8539,341.9191,0.0,1.0,7.5,1
0,rrg_n50_g4,50,Super Trees,149.123,348.3285,0.0,1.0,7.5,1
0,rrg_n50_g4,50,Beacon Nodes,146.461,345.9538,0.0,1.0,7.5,1
0,rrg_n50_g4,50,Global Controller,204.7327,384.5618,0.0,0.97,7.5,1
0,rrg_n50_g4,50,Simple Decomposition,139.8299,343.0279,0.0,1.0,7.5,1
0,rrg_n50_g5,50,PrioList,152.9897,329.1783,0.0,1.0,6.0,1
0,rrg_n50_g5,50,Super Trees,144.5484,328.4841,0.0,1.0,12.0,1
0,rrg_n50_g5,50,Beacon Nodes,192.8407,449.5268,0.0,1.0,6.0,1
0,rrg_n50_g5,50,Global Controller,155.5791,384.6298,0.0,1.0,6.0,1
0,rrg_n50_g5,50,Simple Decomposition,163.4291,366.9939,0.0,1.0,6.0,1
0,rrg_n50_g6,50,PrioList,159.1014,387.2997,0.0,1.0,6.5,1
0,rrg_n50_g6,50,Super Trees,178.629,388.3887,0.0,1.0,10.5,1
0,rrg_n50_g6,50,Beacon Nodes,152.1319,382.4847,0.0,1.0,6.5,1
0,rrg_n50_g6,50,Global Controller,169.8829,393.4543,1.0,0.99,6.5,1
0,rrg_n50_g6,50,Simple Decomposition,166.9292,379.2072,0.0,1.0,6.5,1
0,rrg_n50_g7,50,PrioList,201.9151,384.7898,0.0,1.0,5.0,1
0,rrg_n50_g7,50,Super Trees,141.8389,368.6947,0.0,1.0,8.0,1
0,rrg_n50_g7,50,Beacon Nodes,128.0076,335.6963,0.0,1.0,5.0,1
0,rrg_n50_g7,50,Global Controller,152.5517,375.8817,0.0,1.0,5.0,1
0,rrg_n50_g7,50,Simple Decomposition,164.358,373.4221,0.0,1.0,5.0,1
0,rrg_n50_g8,50,PrioList,132.9922,336.6368,0.0,1.0,6.5,1
0,rrg_n50_g8,50,Super Trees,162.8213,386.7039,0.0,1.0,9.0,1
0,rrg_n50_g8,50,Beacon Nodes,139.8569,355.7885,0.0,1.0,6.5,1
0,rrg_n50_g8,50,Global Controller,140.4146,328.3909,0.0,1.0,6.5,1
0,rrg_n50_g8,50,Simple Decomposition,125.9636,362.7554,0.0,1.0,6.5,1
0,rrg_n50_g9,50,PrioList,234.7261,502.729,0.0,1.0,9.5,1
0,rrg_n50_g9,50,Super Trees,153.4497,341.6754,0.0,1.0,17.0,1
0,rrg_n50_g9,50,Beacon Nodes,154.121,472.1994,0.0,1.0,9.5,1
0,rrg_n50_g9,50,Global Controller,130.6013,319.5308,0.0,1.0,9.5,1
0,rrg_n50_g9,50,Simple Decomposition,134.1585,324.2168,0.0,1.0,9.5,1
0,rrg_n80_g0,80,PrioList,292.2485,579.9104,0.0,1.0,11.0,1
0,rrg_n80_g0,80,Super Trees,296.1493,579.8743,0.0,1.0,12.5,1
0,rrg_n80_g0,80,Beacon Nodes,330.1351,692.8502,0.0,1.0,11.0,1
0,rrg_n80_g0,80,Global Controller,311.6565,583.3219,0.0,0.98,11.0,1
0,rrg_n80_g0,80,Simple Decomposition,312.6405,598.9679,0.0,1.0,11.0,1
0,rrg_n80_g1,80,PrioList,353.3967,649.1604,0.0,1.0,10.0,1
0,rrg_n80_g1,80,Super Trees,445.7424,748.1327,0.0,1.0,11.5,1
0,rrg_n80_g1,80,Beacon Nodes,311.3535,681.4248,0.0,1.0,10.0,1
0,rrg_n80_g1,80,Global Controller,405.2743,718.3409,0.0,1.0,10.0,1
0,rrg_n80_g1,80,Simple Decomposition,357.0021,691.7538,0.0,1.0,10.0,1
0,rrg_n80_g2,80,PrioList,338.6499,694.9559,0.0,1.0,12.0,1
0,rrg_n80_g2,80,Super Trees,344.141,659.2182,0.0,1.0,20.0,1
0,rrg_n80_g2,80,Beacon Nodes,306.6486,656.5193,0.0,1.0,12.0,1
0,rrg_n80_g2,80,Global Controller,471.2351,779.4731,0.0,0.99,12.0,1
0,rrg_n80_g2,80,Simple Decomposition,294.761,606.3432,0.0,1.0,12.0,1
0,rrg_n80_g3,80,PrioList,298.0324,585.934,0.0,1.0,10.5,1
0,rrg_n80_g3,80,Super Trees,350.1257,638.1062,0.0,1.0,17.0,1
0,rrg_n80_g3,80,Beacon Nodes,284.358,586.5527,0.0,1.0,10.5,1
0,rrg_n80_g3,80,Global Controller,339.3428,711.8892,0.0,1.0,10.5,1
0,rrg_n80_g3,80,Simple Decomposition,298.6116,657.041,0.0,1.0,10.5,1
0,rrg_n80_g4,80,PrioList,425.2589,790.4737,0.0,1.0,10.0,1
0,rrg_n80_g4,80,Super Trees,298.022,625.5229,0.0,1.0,8.0,1
0,rrg_n80_g4,80,Beacon Nodes,337.2958,660.1587,0.0,1.0,10.0,1
0,rrg_n80_g4,80,Global Controller,551.6671,874.2051,1.0,0.99,10.0,1
0,rrg_n80_g4,80,Simple Decomposition,375.3312,787.4171,0.0,1.0,10.0,1
0,rrg_n80_g5,80,PrioList,352.96,643.3139,0.0,1.0,8.5,1
0,rrg_n80_g5,80,Super Trees,311.7519,601.027,0.0,1.0,8.5,1
0,rrg_n80_g5,80,Beacon Nodes,342.8009,630.1823,0.0,1.0,8.5,1
0,rrg_n80_g5,80,Global Controller,301.3943,602.1885,0.0,1.0,8.5,1
0,rrg_n80_g5,80,Simple Decomposition,299.4397,590.3203,0.0,1.0,8.5,1
0,rrg_n80_g6,80,PrioList,305.1651,742.4371,0.0,1.0,9.5,1
0,rrg_n80_g6,80,Super Trees,327.1879,663.9181,1.0,1.0,24.0,1
0,rrg_n80_g6,80,Beacon Nodes,313.6094,612.8497,0.0,1.0,9.5,1
0,rrg_n80_g6,80,Global Controller,359.8744,651.8091,0.0,1.0,9.5,1
0,rrg_n80_g6,80,Simple Decomposition,395.2583,707.4459,0.0,1.0,9.5,1
0,rrg_n80_g7,80,PrioList,354.3121,708.0731,0.0,1.0,12.5,1
0,rrg_n80_g7,80,Super Trees,378.5677,735.7114,0.0,1.0,15.0,1
0,rrg_n80_g7,80,Beacon Nodes,303.4764,683.1521,0.0,1.0,12.5,1
0,rrg_n80_g7,80,Global Controller,346.2965,706.5944,0.0,1.0,12.5,1
0,rrg_n80_g7,80,Simple Decomposition,391.2054,679.3671,0.0,1.0,12.5,1
0,rrg_n80_g8,80,PrioList,358.3333,652.3618,0.0,1.0,9.5,1
0,rrg_n80_g8,80,Super Trees,413.219,698.9027,0.0,1.0,14.0,1
0,rrg_n80_g8,80,Beacon Nodes,287.5376,594.3764,0.0,1.0,9.5,1
0,rrg_n80_g8,80,Global Controller,337.6476,638.908,0.0,1.0,9.5,1
0,rrg_n80_g8,80,Simple Decomposition,295.6223,740.0167,0.0,1.0,9.5,1
0,rrg_n80_g9,80,PrioList,302.9291,607.8391,0.0,1.0,7.0,1
0,rrg_n80_g9,80,Super Trees,324.8111,682.4713,1.0,1.0,17.0,1
0,rrg_n80_g9,80,Beacon Nodes,344.6422,688.1315,0.0,1.0,7.0,1
0,rrg_n80_g9,80,Global Controller,403.7422,735.7335,0.0,1.0,7.0,1
0,rrg_n80_g9,80,Simple Decomposition,312.3029,599.7328,0.0,1.0,7.0,1
0,rrg_n100_g0,100,PrioList,446.3838,816.6321,0.0,1.0,9.5,1
0,rrg_n100_g0,100,Super Trees,534.3898,884.2905,0.0,1.0,26.0,1
0,rrg_n100_g0,100,Beacon Nodes,517.5647,886.4527,0.0,1.0,9.5,1
0,rrg_n100_g0,100,Global Controller,463.6129,824.5831,0.0,1.0,9.5,1
0,rrg_n100_g0,100,Simple Decomposition,523.8081,885.0766,0.0,1.0,9.5,1
0,rrg_n100_g1,100,PrioList,504.3221,937.9618,0.0,1.0,12.0,1
0,rrg_n100_g1,100,Super Trees,575.5816,914.3453,1.0,1.0,19.0,1
0,rrg_n100_g1,100,Beacon Nodes,490.2132,868.6271,0.0,1.0,12.0,1
0,rrg_n100_g1,100,Global Controller,469.0137,847.3416,0.0,0.98,12.0,1
0,rrg_n100_g1,100,Simple Decomposition,442.3539,866.5403,0.0,1.0,12.0,1
0,rrg_n100_g2,100,PrioList,490.4369,908.4444,0.0,1.0,12.5,1
0,rrg_n100_g2,100,Super Trees,571.2828,937.3178,0.0,1.0,20.0,1
0,rrg_n100_g2,100,Beacon Nodes,457.9962,824.6035,0.0,1.0,12.5,1
0,rrg_n100_g2,100,Global Controller,555.4344,901.0303,0.0,1.0,12.5,1
0,rrg_n100_g2,100,Simple Decomposition,456.0461,841.5822,0.0,1.0,12.5,1
0,rrg_n100_g3,100,PrioList,522.1539,881.3916,0.0,1.0,11.5,1
0,rrg_n100_g3,100,Super Trees,491.4814,834.8441,0.0,1.0,11.0,1
0,rrg_n100_g3,100,Beacon Nodes,513.6014,897.3456,0.0,1.0,11.5,1
0,rrg_n100_g3,100,Global Controller,478.077,852.8571,0.0,1.0,11.5,1
0,rrg_n100_g3,100,Simple Decomposition,523.7393,913.4782,0.0,1.0,11.5,1
0,rrg_n100_g4,100,PrioList,504.9871,962.5228,0.0,1.0,10.5,1
0,rrg_n100_g4,100,Super Trees,513.3797,898.5414,0.0,1.0,17.0,1
0,rrg_n100_g4,100,Beacon Nodes,473.7982,846.3042,0.0,1.0,10.5,1
0,rrg_n100_g4,100,Global Controller,510.7682,893.4123,0.0,0.99,10.5,1
0,rrg_n100_g4,100,Simple Decomposition,582.207,933.879,0.0,1.0,10.5,1
0,rrg_n100_g5,100,PrioList,522.5647,905.4326,0.0,1.0,11.0,1
0,rrg_n100_g5,100,Super Trees,469.4139,819.8225,0.0,1.0,15.0,1
0,rrg_n100_g5,100,Beacon Nodes,501.961,971.1157,0.0,1.0,11.0,1
0,rrg_n100_g5,100,Global Controller,574.005,957.5848,0.0,0.98,11.0,1
0,rrg_n100_g5,100,Simple Decomposition,531.1252,925.8024,0.0,1.0,11.0,1
0,rrg_n100_g6,100,PrioList,555.4344,934.7477,0.0,1.0,14.0,1
0,rrg_n100_g6,100,Super Trees,535.2241,916.9583,0.0,1.0,15.5,1
0,rrg_n100_g6,100,Beacon Nodes,572.1385,1007.8787,0.0,0.99,14.0,1
0,rrg_n100_g6,100,Global Controller,522.8176,907.6031,0.0,1.0,14.0,1
0,rrg_n100_g6,100,Simple Decomposition,646.3516,1006.025,0.0,1.0,14.0,1
0,rrg_n100_g7,100,PrioList,500.0272,960.8995,0.0,1.0,9.0,1
0,rrg_n100_g7,100,Super Trees,463.0036,853.8541,0.0,1.0,9.0,1
0,rrg_n100_g7,100,Beacon Nodes,432.1438,796.9612,0.0,1.0,9.0,1
0,rrg_n100_g7,100,Global Controller,594.024,1009.1108,0.0,0.99,9.0,1
0,rrg_n100_g7,100,Simple Decomposition,431.6602,825.0923,0.0,1.0,9.0,1
0,rrg_n100_g8,100,PrioList,482.8521,858.9089,0.0,1.0,16.0,1
0,rrg_n100_g8,100,Super Trees,458.8993,888.5396,1.0,1.0,17.0,1
0,rrg_n100_g8,100,Beacon Nodes,494.37,955.6397,0.0,1.0,16.0,1
0,rrg_n100_g8,100,Global Controller,599.6086,958.134,0.0,1.0,16.0,1
0,rrg_n100_g8,100,Simple Decomposition,460.9436,855.2517,0.0,1.0,16.0,1
0,rrg_n100_g9,100,PrioList,465.5645,834.3697,0.0,1.0,14.0,1
0,rrg_n100_g9,100,Super Trees,534.7294,901.7614,0.0,1.0,16.0,1
0,rrg_n100_g9,100,Beacon Nodes,536.6384,909.1053,0.0,1.0,14.0,1
0,rrg_n100_g9,100,Global Controller,475.0474,831.8499,0.0,1.0,14.0,1
0,rrg_n100_g9,100,Simple Decomposition,452.7872,813.4341,0.0,1.0,14.0,1
1,rrg_n10_g0,10,PrioList,8.693,67.0094,0.0,1.0,2.5,1
1,rrg_n10_g0,10,Super Trees,8.8026,58.2037,0.0,1.0,7.0,1
1,rrg_n10_g0,10,Beacon Nodes,9.3421,62.1632,0.0,1.0,2.5,1
1,rrg_n10_g0,10,Global Controller,10.3428,70.506,0.0,1.0,2.5,1
1,rrg_n10_g0,10,Simple Decomposition,12.8541,80.3483,0.0,1.0,2.5,1
1,rrg_n10_g1,10,PrioList,6.8632,73.8874,0.0,1.0,2.5,1
1,rrg_n10_g1,10,Super Trees,11.0593,75.1341,0.0,1.0,3.67,0
1,rrg_n10_g1,10,Beacon Nodes,9.4668,73.2323,0.0,0.99,2.5,1
1,rrg_n10_g1,10,Global Controller,11.263,64.2138,0.0,1.0,2.5,1
1,rrg_n10_g1,10,Simple Decomposition,11.1724,65.6851,0.0,1.0,2.5,1
1,rrg_n10_g2,10,PrioList,7.0643,60.0993,0.0,1.0,3.0,1
1,rrg_n10_g2,10,Super Trees,8.3803,54.564,0.0,1.0,7.0,1
1,rrg_n10_g2,10,Beacon Nodes,10.7238,67.5871,0.0,1.0,3.0,1
1,rrg_n10_g2,10,Global Controller,10.1313,66.1646,0.0,1.0,3.0,1
1,rrg_n10_g2,10,Simple Decomposition,24.7841,81.7998,0.0,1.0,3.0,1
1,rrg_n10_g3,10,PrioList,6.8792,71.6164,0.0,1.0,3.67,0
1,rrg_n10_g3,10,Super Trees,10.1701,87.6252,0.0,1.0,4.0,1
1,rrg_n10_g3,10,Beacon Nodes,12.546,72.4482,0.0,1.0,3.67,0
1,rrg_n10_g3,10,Global Controller,8.4463,73.9221,0.0,1.0,3.67,0
1,rrg_n10_g3,10,Simple Decomposition,10.7889,129.2467,0.0,1.0,3.67,0
1,rrg_n10_g4,10,PrioList,9.1339,67.7636,0.0,1.0,3.0,1
1,rrg_n10_g4,10,Super Trees,9.9094,73.2,0.0,1.0,3.5,1
1,rrg_n10_g4,10,Beacon Nodes,11.5281,66.0293,0.0,1.0,3.0,1
1,rrg_n10_g4,10,Global Controller,13.3265,75.2373,0.0,1.0,3.0,1
1,rrg_n10_g4,10,Simple Decomposition,7.013,67.1521,0.0,1.0,3.0,1
1,rrg_n10_g5,10,PrioList,10.565,71.5617,0.0,1.0,3.33,0
1,rrg_n10_g5,10,Super Trees,13.922,65.8381,0.0,1.0,5.0,1
1,rrg_n10_g5,10,Beacon Nodes,8.1778,89.9918,0.0,1.0,3.33,0
1,rrg_n10_g5,10,Global Controller,8.5597,90.5204,0.0,1.0,3.33,0
1,rrg_n10_g5,10,Simple Decomposition,11.5067,87.4186,0.0,1.0,3.33,0
1,rrg_n10_g6,10,PrioList,17.8668,116.6876,0.0,1.0,3.5,1
1,rrg_n10_g6,10,Super Trees,50.0808,70.6593,0.0,0.59,4.0,0
1,rrg_n10_g6,10,Beacon Nodes,15.5403,73.5983,0.0,1.0,3.5,1
1,rrg_n10_g6,10,Global Controller,8.1678,69.7749,0.0,1.0,3.5,1
1,rrg_n10_g6,10,Simple Decomposition,9.0919,64.2278,0.0,1.0,3.5,1
1,rrg_n10_g7,10,PrioList,8.1591,64.4622,0.0,1.0,3.0,1
1,rrg_n10_g7,10,Super Trees,10.9162,67.5619,0.0,1.0,4.0,1
1,rrg_n10_g7,10,Beacon Nodes,12.4342,87.8556,0.0,1.0,3.0,1
1,rrg_n10_g7,10,Global Controller,8.5335,68.4336,0.0,1.0,3.0,1
1,rrg_n10_g7,10,Simple Decomposition,8.4662,62.4779,0.0,1.0,3.0,1
1,rrg_n10_g8,10,PrioList,6.8438,66.258,0.0,1.0,3.67,0
1,rrg_n10_g8,10,Super Trees,9.9352,83.992,0.0,1.0,4.0,1
1,rrg_n10_g8,10,Beacon Nodes,7.8296,61.1612,0.0,1.0,3.67,0
1,rrg_n10_g8,10,Global Controller,8.1662,66.8293,0.0,1.0,3.67,0
1,rrg_n10_g8,10,Simple Decomposition,10.0668,66.1852,0.0,1.0,3.67,0
1,rrg_n10_g9,10,PrioList,5.0185,56.2671,1.0,0.96,3.0,0
1,rrg_n10_g9,10,Super Trees,4.4821,46.2574,1.0,0.96,3.67,0
1,rrg_n10_g9,10,Beacon Nodes,4.9136,53.809,0.0,0.97,3.0,0
1,rrg_n10_g9,10,Global Controller,5.911,56.1838,1.0,0.95,3.0,0
1,rrg_n10_g9,10,Simple Decomposition,4.2098,70.8245,1.0,0.96,3.0,0
1,rrg_n24_g0,24,PrioList,46.0637,172.8561,0.0,1.0,5.0,1
1,rrg_n24_g0,24,Super Trees,48.5663,171.5118,0.0,1.0,10.0,1
1,rrg_n24_g0,24,Beacon Nodes,38.3618,212.9377,0.0,1.0,5.0,1
1,rrg_n24_g0,24,Global Controller,42.7648,160.7663,0.0,0.99,5.0,1
1,rrg_n24_g0,24,Simple Decomposition,37.1189,169.5119,0.0,1.0,5.0,1
1,rrg_n24_g1,24,PrioList,48.3899,179.0062,0.0,0.99,5.5,1
1,rrg_n24_g1,24,Super Trees,42.0543,162.6841,0.0,1.0,9.0,1
1,rrg_n24_g1,24,Beacon Nodes,56.8736,193.1235,0.0,1.0,5.5,1
1,rrg_n24_g1,24,Global Controller,48.8129,221.3736,0.0,0.98,5.5,1
1,rrg_n24_g1,24,Simple Decomposition,50.9098,165.0882,0.0,1.0,5.5,1
